PartitionKey,RowKey,Timestamp,aangeboden_sinds,achterom,achtertuin,aparte_toiletten,badkamers,badkamervoorzieningen,balkon,bouwjaar,bouwperiode_end,bouwperiode_start,buitenruimte_oppervlakte,cv_ketel,dakterras,energielabel,externe_bergruimte_oppervlakte,frans_balkon,garage_text,gemeente,huisnummer,inhoud,insertion_date,isolatie,kamers,kelder,keurmerken,kosten_koper,ligging,ligging_tuin,looptijd,parkeergelegenheid,patio,periodieke_bijdrage,plaats,postcode,postcode_regio,postcode_wijk,schuur_of_berging,slaapkamers,soort_bouw,soort_dak,soort_woning,specifiek,straat,toegankelijkheid,tuin_rondom,url,verdieping,verkocht,verkoopdatum,verwarming,vliering,voortuin,voorzieningen,vraagprijs,warm_water,woningtype,woonlagen,woonoppervlakte,zijtuin,zolder,zonneterras,zonneterras_breedte,zonneterras_diepte,zonneterras_oppervlakte,inpandige_ruimte_oppervlakte,achtertuin_breedte,achtertuin_diepte,achtertuin_oppervlakte,eigendomssituatie,kosten_erfpacht,perceel_oppervlakte,voortuin_breedte,voortuin_diepte,voortuin_oppervlakte,eind_datum_erfpacht,zijtuin_breedte,zijtuin_diepte,zijtuin_oppervlakte,patio_breedte,patio_diepte,patio_oppervlakte
Utrecht,3583_11_49549927,2016-10-31T08:55:29.541Z,2015-11-03T00:00:00.000Z,false,true,,1,ligbad en toilet,false,1929,1929,1929,,,false,g,4,false,,Utrecht,11,250,2016-10-31T08:55:29.000Z,,3,false,,true,in woonwijk,Z,3 maanden,betaald parkeren,false,,false,3583 TA,35,3583,vrijstaande stenen berging,2,bestaande bouw,,benedenwoning (appartement),,Pieter,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49549927-pieter-saenredamstraat-11/,0,true,2016-02-10T00:00:00.000Z,c.v.-ketel,false,true,,300000,c.v.-ketel,appartement,2,75,false,false,false,,,,,6,12,55,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_11_49760245,2016-10-31T08:45:54.717Z,2016-03-10T00:00:00.000Z,false,false,1,1,"ligbad, douche en toilet",true,1910,1910,1910,4,,false,e,,false,,Utrecht,11,393,2016-10-31T08:45:54.000Z,,5,false,,true,,,4 weken,,false,,false,3583 RN,35,3583,,3,bestaande bouw,,bovenwoning,,Vossegatselaan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49760245-vossegatselaan-11-bis/,,true,2016-04-08T00:00:00.000Z,,false,false,,339000,,appartement,2,108,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_11_49855225,2016-10-31T08:37:34.830Z,2016-05-25T00:00:00.000Z,true,true,1,1,douche en toilet,false,1928,1928,1928,,,false,f,6,false,,Utrecht,11,427,2016-10-31T08:37:35.000Z,,4,false,bouwkundige keuring,true,aan rustige weg en in woonwijk,W,2 weken,betaald parkeren en parkeervergunningen,false,,false,3583 RL,35,3583,vrijstaande houten berging,3,bestaande bouw,mansarde dak bedekt met dakpannen,"eengezinswoning, geschakelde 2-onder-1-kapwoning",,Johannes,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49855225-johannes-vermeerstraat-11/,,true,2016-06-08T00:00:00.000Z,c.v.-ketel,false,true,elektra,435000,c.v.-ketel,huis,2,117,false,false,false,,,,,7.25,11,80,volle eigendom,0,154,,,,,,,,,,
Utrecht,3583_12_49735855,2016-10-31T08:36:59.489Z,2016-05-10T00:00:00.000Z,false,true,1,1,douche,false,1920,1920,1920,,,false,f,6,false,,Utrecht,12,249,2016-10-31T08:36:59.000Z,dubbel glas,3,false,,true,gelegen op het zuidoosten,ZO,2 weken,,false,,false,3583 RJ,35,3583,vrijstaande stenen berging,2,bestaande bouw,,"eengezinswoning, tussenwoning",,Pieter,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49735855-pieter-de-hooghstraat-12/,,true,2016-05-27T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,300000,c.v.-ketel,huis,2,75,false,false,false,,,,,4.63,4.65,22,volle eigendom,0,73,,,,,,,,,,
Utrecht,3583_130_49668892,2016-10-31T08:49:58.032Z,2015-11-20T00:00:00.000Z,false,true,2,1,ligbad en douche,true,1906,1906,1906,35,,true,f,,false,,Utrecht,130,540,2016-10-31T08:49:58.000Z,vloerisolatie en gedeeltelijk dubbel glas,8,true,,true,"aan water, aan rustige weg en in woonwijk",ZO,3½ maand,openbaar parkeren en betaald parkeren,false,,false,3583 VS,35,3583,,5,bestaande bouw,samengesteld dak,"eengezinswoning, tussenwoning",,Frederik,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49668892-frederik-hendrikstraat-130/,,true,2016-03-09T00:00:00.000Z,c.v.-ketel,false,false,,730000,c.v.-ketel,huis,3,148,false,false,false,,,,9,5.5,12.5,69,volle eigendom,0,135,,,,,,,,,,
Utrecht,3583_134_49778329,2016-10-31T08:36:29.439Z,2016-03-17T00:00:00.000Z,false,false,,1,douche en toilet,false,1929,1929,1929,,,false,g,,false,,Utrecht,134,90,2016-10-31T08:36:29.000Z,dubbel glas,2,false,,true,,,2½ maand,,false,33,false,3583 CT,35,3583,,1,bestaande bouw,,bovenwoning (appartement),,Jan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49778329-jan-van-scorelstraat-134/,1,true,2016-06-14T00:00:00.000Z,c.v.-ketel,false,false,,149500,c.v.-ketel,appartement,1,30,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_136_48267909,2016-10-31T08:56:35.553Z,2014-10-25T00:00:00.000Z,false,true,1,2,"ligbad, douche en 2 toiletten",true,1913,1913,1913,,,false,f,,false,,Utrecht,136,500,2016-10-31T08:56:35.000Z,,8,true,,true,"aan water, aan rustige weg en in woonwijk",Z,13½ maand,parkeervergunningen,false,,false,3583 VS,35,3583,,7,bestaande bouw,zadeldak bedekt met dakpannen,"herenhuis, tussenwoning",,Frederik,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-48267909-frederik-hendrikstraat-136/,,true,2015-12-13T00:00:00.000Z,c.v.-ketel,false,false,rookkanaal en tv kabel,750000,c.v.-ketel,huis,3,170,false,false,false,,,,,5.25,10.5,55,volle eigendom,0,137,,,,,,,,,,
Utrecht,3583_13_49706093,2016-10-31T08:36:19.710Z,2016-04-10T00:00:00.000Z,false,true,1,1,"ligbad, douche en toilet",false,1920,1920,1920,,,false,f,,false,,Utrecht,13,277,2016-10-31T08:36:19.000Z,dubbel glas,3,false,,true,aan rustige weg,Z,2½ maand,betaald parkeren en parkeervergunningen,false,,false,3583 AN,35,3583,,2,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,"eengezinswoning, tussenwoning",,Ferdinand,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49706093-ferdinand-bolstraat-13/,,true,2016-07-06T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,300000,c.v.-ketel,huis,2,75,false,false,false,,,,,3.8,4.8,18,volle eigendom,0,67,,,,,,,,,,
Utrecht,3583_140_49491545,2016-10-31T08:46:41.964Z,2015-06-04T00:00:00.000Z,false,false,,1,douche en toilet,false,2012,2012,2012,,,false,g,,false,,Utrecht,140,75,2016-10-31T08:46:42.000Z,dubbel glas,1,false,,true,,,11½ maand,,false,40,false,3583 CV,35,3583,,,bestaande bouw,zadeldak bedekt met dakpannen,bovenwoning (appartement),,Jan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49491545-jan-van-scorelstraat-140-c/,2,true,2016-05-29T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie,97500,c.v.-ketel,appartement,1,25,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_141_49875729,2016-10-31T08:36:52.864Z,2016-06-04T00:00:00.000Z,true,true,1,1,ligbad en toilet,false,1924,1924,1924,,,false,g,,false,,Utrecht,141,428,2016-10-31T08:36:53.000Z,vloerisolatie en gedeeltelijk dubbel glas,4,false,,true,aan rustige weg en in woonwijk,W,2 weken,betaald parkeren en parkeervergunningen,false,,false,3583 VK,35,3583,,3,bestaande bouw,plat dak,benedenwoning,,Frederik,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49875729-frederik-hendrikstraat-141/,0,true,2016-06-20T00:00:00.000Z,c.v.-ketel,false,false,,450000,c.v.-ketel,appartement,1,116,false,false,false,,,,,6,12,74,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_146_49838466,2016-10-31T08:28:02.262Z,2016-07-20T00:00:00.000Z,false,false,1,1,"ligbad, douche en toilet",false,1913,1913,1913,11,,true,,,false,,Utrecht,146,634,2016-10-31T08:28:02.000Z,gedeeltelijk dubbel glas,8,false,,true,"aan park, in centrum en in woonwijk",NW,3 maanden,betaald parkeren en parkeervergunningen,false,,false,3583 VS,35,3583,,4,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,bovenwoning,,Frederik,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49838466-frederik-hendrikstraat-146-bis/,1,true,2016-10-25T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,630000,c.v.-ketel,appartement,2,195,false,false,true,3.18,3.3,10,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_14_49867305,2016-10-31T08:43:32.689Z,2016-05-30T00:00:00.000Z,false,true,1,1,ligbad en toilet,false,1906,1906,1906,,,false,f,6,false,,Utrecht,14,247,2016-10-31T08:43:32.000Z,gedeeltelijk dubbel glas,3,false,,true,aan rustige weg en in woonwijk,O,2 weken,,false,,false,3583 RJ,35,3583,vrijstaande stenen berging,2,bestaande bouw,,"eengezinswoning, eindwoning",,Pieter,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49867305-pieter-de-hooghstraat-14/,,true,2016-06-14T00:00:00.000Z,c.v.-ketel,false,false,,300000,c.v.-ketel,huis,2,73,false,false,false,,,,,4,6,24,volle eigendom,0,73,,,,,,,,,,
Utrecht,3583_156_48133671,2016-10-31T08:56:34.521Z,2014-10-02T00:00:00.000Z,false,false,,,,true,1906,1906,1906,7,,false,g,1,false,,Utrecht,156,109,2016-10-31T08:56:34.000Z,gedeeltelijk dubbel glas,2,false,,true,in centrum en in woonwijk,,15 maanden,betaald parkeren en parkeervergunningen,false,168,false,3583 CV,35,3583,,1,bestaande bouw,zadeldak bedekt met dakpannen,bovenwoning (appartement),,Jan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48133671-jan-van-scorelstraat-156-c/,2,true,2016-01-14T00:00:00.000Z,c.v.-ketel,false,false,,165000,c.v.-ketel,appartement,3,40,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_156_48173818,2016-10-31T08:54:01.379Z,2014-07-19T00:00:00.000Z,false,false,,1,douche en toilet,false,1925,1925,1925,27,,true,g,1,false,,Utrecht,156,125,2016-10-31T08:54:01.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",2,false,,true,in woonwijk en vrij uitzicht,,17 maanden,,false,163,false,3583 CV,35,3583,,1,bestaande bouw,,portiekflat (appartement),,Jan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48173818-jan-van-scorelstraat-156-d/,1,true,2015-12-31T00:00:00.000Z,c.v.-ketel,false,false,"mechanische ventilatie, rookkanaal en tv kabel",185000,c.v.-ketel,appartement,3,45,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_156_48316260,2016-10-31T09:04:30.926Z,2015-03-18T00:00:00.000Z,false,true,,,,false,1925,1925,1925,,,false,g,,false,,Utrecht,156,141,2016-10-31T09:04:31.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",2,false,,true,in centrum,ZO,8½ maand,,false,155,false,3583 CV,35,3583,,1,bestaande bouw,plat dak,benedenwoning (appartement),,Jan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48316260-jan-van-scorelstraat-156-b/,0,true,2015-12-07T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,169500,c.v.-ketel,appartement,3,35,false,false,false,,,,,6,8,48,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_159_49651963,2016-10-31T08:51:45.518Z,2015-11-13T00:00:00.000Z,false,false,1,1,douche,true,1955,1955,1955,10,,false,e,7,false,,Utrecht,159,244,2016-10-31T08:51:45.000Z,gedeeltelijk dubbel glas,4,false,,true,in woonwijk en vrij uitzicht,,2½ maand,,false,103,false,3583 AG,35,3583,inpandig,3,bestaande bouw,,portiekflat,,Adriaen,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49651963-adriaen-van-ostadelaan-159/,1,true,2016-01-31T00:00:00.000Z,stadsverwarming,false,false,lift en tv kabel,179000,elektrische boiler (huur),appartement,5,76,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_15_49511738,2016-10-31T08:43:47.508Z,2015-10-25T00:00:00.000Z,false,true,2,2,"ligbad, 2 douches en toilet",true,1903,1903,1903,,,false,f,8,false,,Utrecht,15,1117,2016-10-31T08:43:47.000Z,gedeeltelijk dubbel glas,10,false,,true,"aan park, aan rustige weg, in woonwijk en vrij uitzicht",O,6 maanden,betaald parkeren en parkeervergunningen,false,,false,3583 GC,35,3583,,7,bestaande bouw,plat dak,"herenhuis, tussenwoning",,Koningslaan,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49511738-koningslaan-15/,,true,2016-05-06T00:00:00.000Z,stadsverwarming,false,false,,1490000,centrale voorziening,huis,4,303,false,false,false,,,,,6,15,90,volle eigendom,0,212,,,,,,,,,,
Utrecht,3583_165_49659035,2016-10-31T08:50:09.596Z,2015-11-11T00:00:00.000Z,false,false,1,1,douche,true,1955,1955,1955,9,,false,,9,false,,Utrecht,165,235,2016-10-31T08:50:09.000Z,"dakisolatie, vloerisolatie en gedeeltelijk dubbel glas",4,false,,true,"aan drukke weg, in woonwijk en vrij uitzicht",,5 maanden,betaald parkeren en parkeervergunningen,false,194,false,3583 AH,35,3583,inpandig,3,bestaande bouw,plat dak,portiekflat (appartement met open portiek),,Adriaen,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49659035-adriaen-van-ostadelaan-165-i/,,true,2016-04-18T00:00:00.000Z,blokverwarming,false,false,lift en tv kabel,189000,elektrische boiler,appartement,1,76,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_167_49646516,2016-10-31T08:56:25.546Z,2016-02-13T00:00:00.000Z,false,false,,,,true,1955,1955,1955,10,,false,,7,false,parkeerplaats,Utrecht,167,241,2016-10-31T08:56:25.000Z,gedeeltelijk dubbel glas,4,false,,true,in woonwijk,,2 weken,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,194,false,3583 AH,35,3583,box,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat,,Adriaen,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49646516-adriaen-van-ostadelaan-167-ii-p/,3,true,2016-02-29T00:00:00.000Z,blokverwarming,false,false,,159000,elektrische boiler (huur),appartement,5,76,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3583_167_49766270,2016-10-31T08:45:37.829Z,2016-03-07T00:00:00.000Z,false,false,1,1,douche,true,1955,1955,1955,7,,false,,,false,,Utrecht,167,245,2016-10-31T08:45:38.000Z,,4,false,,true,in woonwijk,,3 weken,betaald parkeren,false,,false,3583 AH,35,3583,box,3,bestaande bouw,,portiekflat (appartement),,Adriaen,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49766270-adriaen-van-ostadelaan-167-iii/,4,true,2016-03-30T00:00:00.000Z,stadsverwarming,false,false,,175000,elektrische boiler (huur),appartement,5,76,false,false,false,,,,8,,,,,,,,,,,,,,,,
Utrecht,3583_17_49566676,2016-10-31T08:49:31.064Z,2015-08-08T00:00:00.000Z,false,false,1,1,douche,false,1958,1958,1958,,,false,c,5,false,,Utrecht,17,260,2016-10-31T08:49:31.000Z,dubbel glas,3,false,,true,in woonwijk,,8 maanden,parkeervergunningen,false,226,false,3583 RA,35,3583,inpandig,3,bestaande bouw,,galerijflat (appartement),,Stadionlaan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49566676-stadionlaan-17/,2,true,2016-04-11T00:00:00.000Z,stadsverwarming,false,false,mechanische ventilatie,187500,centrale voorziening,appartement,1,84,false,false,false,,,,1,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_17_85097056,2016-10-31T08:47:13.885Z,,false,false,,,,false,,,,,,false,,,false,,Utrecht,17,,2016-10-31T08:47:14.000Z,,,false,,true,,,,,false,,false,3583 RL,35,3583,,,,,,,Johannes,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-85097056-johannes-vermeerstraat-17/,,true,,,false,false,,395000,,huis,,,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3583_18_49552825,2016-10-31T08:52:51.898Z,2015-08-06T00:00:00.000Z,false,true,2,2,ligbad en douche,true,1906,1906,1906,25,,false,,,false,,Utrecht,18,873,2016-10-31T08:52:52.000Z,gedeeltelijk dubbel glas,8,true,,true,in woonwijk,NO,6 maanden,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,,false,3583 JH,35,3583,,6,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,"herenhuis, tussenwoning",monumentaal pand en monument,Stadhouderslaan,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49552825-stadhouderslaan-18/,,true,2016-02-08T00:00:00.000Z,stadsverwarming,false,false,dakraam en schuifpui,795000,geiser,huis,3,193,false,false,false,,,,76,6,10,60,volle eigendom,0,144,,,,,,,,,,
Utrecht,3583_1_49654480,2016-10-31T09:03:49.703Z,2015-11-16T00:00:00.000Z,false,true,1,1,douche,false,1930,1930,1930,,,false,f,4,false,,Utrecht,1,320,2016-10-31T09:03:49.000Z,dubbel glas,5,false,,true,in woonwijk,W,5 weken,,false,186,false,3583 RL,35,3583,vrijstaande stenen berging,4,bestaande bouw,zadeldak bedekt met dakpannen,benedenwoning (appartement),,Johannes,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49654480-johannes-vermeerstraat-1/,0,true,2015-12-24T00:00:00.000Z,c.v.-ketel,false,false,,295000,c.v.-ketel,appartement,2,115,false,false,false,,,,,5,8.32,42,,,,,,,,,,,,,
Utrecht,3583_1_49875430,2016-10-31T08:37:31.235Z,2016-06-04T00:00:00.000Z,false,true,,1,douche en toilet,false,1910,1910,1910,,,false,g,,false,,Utrecht,1,253,2016-10-31T08:37:31.000Z,"dakisolatie, vloerisolatie en dubbel glas",3,false,,true,aan rustige weg en in woonwijk,W,4 weken,betaald parkeren en parkeervergunningen,false,,false,3583 RG,35,3583,,2,bestaande bouw,samengesteld dak bedekt met dakpannen,"eengezinswoning, hoekwoning",,Pieter,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49875430-pieter-de-hooghstraat-1/,,true,2016-07-05T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,289000,c.v.-ketel,huis,2,68,false,false,false,,,,,4,5.35,21,volle eigendom,0,67,,,,,,,,,,
Utrecht,3583_25_49796525,2016-10-31T08:47:25.808Z,2016-03-30T00:00:00.000Z,false,true,1,1,"ligbad, douche en toilet",false,1908,1908,1908,14,,true,f,,false,,Utrecht,25,450,2016-10-31T08:47:26.000Z,dakisolatie en dubbel glas,7,false,,true,aan rustige weg en in woonwijk,ZW,2 weken,betaald parkeren,false,,false,3583 TE,35,3583,,5,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,"eengezinswoning, tussenwoning",,Hendrick,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49796525-hendrick-de-keyserstraat-25/,,true,2016-04-18T00:00:00.000Z,c.v.-ketel,false,false,,625000,c.v.-ketel,huis,3,148,false,false,false,,,,,3,6,18,volle eigendom,0,90,,,,,,,,,,
Utrecht,3583_25_49864317,2016-10-31T08:30:52.156Z,2016-06-04T00:00:00.000Z,false,true,,1,douche en toilet,false,1906,1906,1906,,,false,d,2,false,,Utrecht,25,225,2016-10-31T08:30:52.000Z,dakisolatie en dubbel glas,3,false,,true,aan rustige weg en in woonwijk,Z,4 weken,,false,,false,3583 AP,35,3583,aangebouwde stenen berging,2,bestaande bouw,,"eengezinswoning, tussenwoning",,Ferdinand,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49864317-ferdinand-bolstraat-25/,,true,2016-07-01T00:00:00.000Z,c.v.-ketel en houtkachel,false,false,,275000,c.v.-ketel,huis,2,75,false,false,false,,,,,1.8,6,11,volle eigendom,0,63,,,,,,,,,,
Utrecht,3583_26_49409411,2016-10-31T09:05:31.684Z,2015-06-11T00:00:00.000Z,false,true,1,1,douche en toilet,false,1910,1910,1910,,,false,d,3,false,,Utrecht,26,220,2016-10-31T09:05:31.000Z,gedeeltelijk dubbel glas,4,false,,true,aan rustige weg en in woonwijk,,3 weken,,false,,false,3583 AV,35,3583,vrijstaande houten berging,3,bestaande bouw,samengesteld dak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Van,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49409411-van-der-helststraat-26/,,true,2015-07-06T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie,287500,c.v.-ketel,huis,2,76,false,false,false,,,,,3.7,8,30,volle eigendom,0,69,,,,,,,,,,
Utrecht,3583_28_49726534,2016-10-31T08:35:55.068Z,2016-05-02T00:00:00.000Z,true,true,,,,false,1931,1931,1931,,,false,f,5,false,,Utrecht,28,332,2016-10-31T08:35:55.000Z,,4,false,,true,aan rustige weg en in woonwijk,NO,13 dagen,betaald parkeren,false,,false,3583 RJ,35,3583,vrijstaande stenen berging,3,bestaande bouw,plat dak,"eengezinswoning, tussenwoning",,Pieter,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49726534-pieter-de-hooghstraat-28/,,true,2016-05-14T00:00:00.000Z,c.v.-ketel,false,true,,350000,c.v.-ketel,huis,2,87,false,false,false,,,,8,5.28,7,37,volle eigendom,0,110,,,,,,,,,,
Utrecht,3583_28_49804109,2016-10-31T08:34:06.740Z,2016-07-08T00:00:00.000Z,false,true,,,,false,1925,1925,1925,,,true,f,4,false,,Utrecht,28,248,2016-10-31T08:34:06.000Z,gedeeltelijk dubbel glas,3,false,,true,gelegen op het noorden,N,12 dagen,betaald parkeren,false,,false,3583 RT,35,3583,aangebouwde stenen berging,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,"eengezinswoning, tussenwoning",,Vossegatselaan,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49804109-vossegatselaan-28/,,true,2016-07-19T00:00:00.000Z,c.v.-ketel,false,false,,250000,c.v.-ketel,huis,2,83,false,false,false,,,,,3,5,15,volle eigendom,0,76,,,,,,,,,,
Utrecht,3583_28_49953012,2016-10-31T08:27:27.060Z,2016-08-23T00:00:00.000Z,false,true,1,2,"ligbad, 2 douches en 2 toiletten",false,1910,1910,1910,7,,true,,,false,,Utrecht,28,480,2016-10-31T08:27:27.000Z,gedeeltelijk dubbel glas,5,false,,true,in woonwijk,NO,11 dagen,betaald parkeren en parkeervergunningen,false,,false,3583 EM,35,3583,,4,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Prins,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49953012-prins-hendriklaan-28/,,true,2016-09-02T00:00:00.000Z,c.v.-ketel,false,false,dakraam,375000,c.v.-ketel,huis,3,119,false,true,false,,,,6,2.52,5.93,15,volle eigendom,0,69,,,,,,,,,,
Utrecht,3583_29_49888017,2016-10-31T08:42:22.784Z,2016-06-16T00:00:00.000Z,false,false,1,1,douche,true,1928,1928,1928,4,,false,,,false,,Utrecht,29,385,2016-10-31T08:42:23.000Z,dubbel glas,6,false,,true,aan rustige weg en in woonwijk,,2 weken,betaald parkeren en parkeervergunningen,false,,false,3583 RP,35,3583,,4,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,bovenwoning,,Vossegatselaan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49888017-vossegatselaan-29-bis/,2,true,2016-07-01T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,289000,c.v.-ketel,appartement,2,110,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3583_2_49584368,2016-10-31T08:47:34.509Z,2015-09-11T00:00:00.000Z,false,true,,,,false,1915,1915,1915,8,,false,f,4,false,,Utrecht,2,731,2016-10-31T08:47:34.000Z,dakisolatie en gedeeltelijk dubbel glas,8,true,,true,"aan park, aan rustige weg, in centrum, in woonwijk en beschutte ligging",NO,5½ maand,,false,,false,3583 TC,35,3583,vrijstaande houten berging,5,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,"herenhuis, eindwoning",,Pieter,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49584368-pieter-saenredamstraat-2/,,true,2016-03-07T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,740000,c.v.-ketel,huis,3,188,false,false,false,,,,9,5.6,8.5,48,volle eigendom,0,131,,,,,,,,,,
Utrecht,3583_30_49607094,2016-10-31T08:29:51.602Z,2016-01-07T00:00:00.000Z,false,false,1,1,douche en toilet,true,1906,1906,1906,26,,false,g,,false,,Utrecht,30,470,2016-10-31T08:29:51.000Z,gedeeltelijk dubbel glas,5,false,,true,in woonwijk,,6½ maand,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,,false,3583 BR,35,3583,,4,bestaande bouw,plat dak,bovenwoning (appartement),monument,Frans,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49607094-frans-halsstraat-30-b/,1,true,2016-08-05T00:00:00.000Z,c.v.-ketel en open haard,false,false,,525000,c.v.-ketel,appartement,3,132,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3583_31_49507156,2016-10-31T09:06:31.158Z,2015-09-24T00:00:00.000Z,false,true,2,2,"ligbad, 2 douches en toilet",true,1908,1908,1908,4,,false,f,1,false,,Utrecht,31,711,2016-10-31T09:06:31.000Z,"dakisolatie, vloerisolatie en dubbel glas",8,true,,true,aan rustige weg en in woonwijk,ZW,4 weken,betaald parkeren en parkeervergunningen,false,,false,3583 VG,35,3583,vrijstaande houten berging,6,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,"herenhuis, tussenwoning",,Frederik,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49507156-frederik-hendrikstraat-31/,,true,2015-10-25T00:00:00.000Z,c.v.-ketel en open haard,false,true,,925000,c.v.-ketel,huis,3,191,false,false,false,,,,9,5.8,10,58,volle eigendom,0,147,,,,,,,,,,
Utrecht,3583_31_49724762,2016-10-31T08:41:18.174Z,2016-05-06T00:00:00.000Z,false,true,1,1,ligbad,false,1910,1910,1910,,,false,f,,false,,Utrecht,31,263,2016-10-31T08:41:18.000Z,gedeeltelijk dubbel glas,4,false,,true,aan rustige weg en in woonwijk,Z,3 weken,betaald parkeren en parkeervergunningen,false,,false,3583 AP,35,3583,aangebouwde houten berging,3,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,"eengezinswoning, tussenwoning",,Ferdinand,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49724762-ferdinand-bolstraat-31/,,true,2016-05-28T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,275000,c.v.-ketel,huis,2,73,false,false,false,,,,2,1.85,6.15,11,volle eigendom,0,64,,,,,,,,,,
