PartitionKey,RowKey,Timestamp,aangeboden_sinds,achterom,achtertuin,aparte_toiletten,badkamers,badkamervoorzieningen,balkon,bouwjaar,bouwperiode_end,bouwperiode_start,buitenruimte_oppervlakte,cv_ketel,dakterras,energielabel,externe_bergruimte_oppervlakte,frans_balkon,garage_text,gemeente,huisnummer,inhoud,insertion_date,isolatie,kamers,kelder,keurmerken,kosten_koper,ligging,ligging_tuin,looptijd,parkeergelegenheid,patio,periodieke_bijdrage,plaats,postcode,postcode_regio,postcode_wijk,schuur_of_berging,slaapkamers,soort_bouw,soort_dak,soort_woning,specifiek,straat,toegankelijkheid,tuin_rondom,url,verdieping,verkocht,verkoopdatum,verwarming,vliering,voortuin,voorzieningen,vraagprijs,warm_water,woningtype,woonlagen,woonoppervlakte,zijtuin,zolder,zonneterras,zonneterras_breedte,zonneterras_diepte,zonneterras_oppervlakte,inpandige_ruimte_oppervlakte,achtertuin_breedte,achtertuin_diepte,achtertuin_oppervlakte,eigendomssituatie,kosten_erfpacht,perceel_oppervlakte,voortuin_breedte,voortuin_diepte,voortuin_oppervlakte,eind_datum_erfpacht,zijtuin_breedte,zijtuin_diepte,zijtuin_oppervlakte,patio_breedte,patio_diepte,patio_oppervlakte
Utrecht,3511_100_49761764,2016-10-31T08:42:53.514Z,2016-03-11T00:00:00.000Z,false,false,1,1,"jacuzzi, ligbad, douche en toilet",true,1997,1997,1997,28,,true,c,5,false,,Utrecht,100,270,2016-10-31T08:42:53.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",3,false,,true,"aan water, aan drukke weg, in centrum, in woonwijk, vrij uitzicht, open ligging en aan vaarwater",W,12 dagen,,false,192,false,3511 GV,35,3511,box,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,penthouse (appartement),,Catharijnesingel,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49761764-catharijnesingel-100-ga/,5,true,2016-03-22T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",375000,centrale voorziening,appartement,5,90,false,false,true,1.9,10,19,,,,,,,,,,,,,,,,,
Utrecht,3511_101_49604091,2016-10-31T08:49:15.894Z,2016-01-19T00:00:00.000Z,false,false,,,,true,1991,1991,1991,12,,false,c,6,false,parkeerkelder en parkeerplaats,Utrecht,101,480,2016-10-31T08:49:16.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",4,false,,true,"aan water, aan drukke weg, in centrum, in woonwijk, vrij uitzicht, open ligging en aan vaarwater",,2 maanden,"betaald parkeren, parkeergarage en parkeervergunningen",false,285,false,3511 GV,35,3511,box,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Catharijnesingel,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49604091-catharijnesingel-101-c/,2,true,2016-03-21T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",395000,centrale voorziening,appartement,3,147,false,false,false,,,,8,,,,,,,,,,,,,,,,
Utrecht,3511_102_49575279,2016-10-31T08:55:11.382Z,2015-08-22T00:00:00.000Z,false,false,1,1,douche en toilet,false,1700,1700,1700,,,false,g,,false,,Utrecht,102,380,2016-10-31T08:55:11.000Z,,4,false,,true,in centrum,,6½ maand,,false,180,true,3511 VV,35,3511,,3,bestaande bouw,zadeldak bedekt met dakpannen,bovenwoning (appartement),monumentaal pand,Springweg,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49575279-springweg-102-a/,,true,2016-03-14T00:00:00.000Z,c.v.-ketel,false,false,,460000,c.v.-ketel,appartement,3,123,false,false,false,,,,30,,,,,,,,,,,,,,,,
Utrecht,3511_10_49524901,2016-10-31T09:06:09.728Z,2015-10-16T00:00:00.000Z,false,true,1,1,douche,false,1906,1906,1906,8,,true,e,,false,,Utrecht,10,230,2016-10-31T09:06:09.000Z,gedeeltelijk dubbel glas,3,false,,true,in centrum,Z,3 weken,,false,,false,3511 RS,35,3511,,2,bestaande bouw,,"eengezinswoning, tussenwoning",,Bergstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49524901-bergstraat-10/,,true,2015-11-05T00:00:00.000Z,geen verwarming,false,false,dakraam,225000,,huis,3,76,false,false,false,,,,,4,5,20,erfpacht,0,75,,,,,,,,,,
Utrecht,3511_110_49771420,2016-10-31T08:50:34.017Z,2016-03-18T00:00:00.000Z,true,true,1,1,douche en toilet,true,1900,1900,1900,5,,false,f,,false,,Utrecht,110,367,2016-10-31T08:50:34.000Z,gedeeltelijk dubbel glas en voorzetramen,8,true,,true,"in centrum, in woonwijk, vrij uitzicht en aan vaarwater",ZW,3 weken,betaald parkeren en parkeervergunningen,false,,false,3511 GW,35,3511,,4,bestaande bouw,samengesteld dak bedekt met dakpannen,"herenhuis, tussenwoning",monumentaal pand,Catharijnesingel,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49771420-catharijnesingel-110/,,true,2016-04-12T00:00:00.000Z,stadsverwarming,false,false,tv kabel,375000,elektrische boiler (huur),huis,2,110,false,true,false,,,,,3.8,7.5,29,volle eigendom,0,34,,,,,,,,,,
Utrecht,3511_110_49994749,2016-10-31T08:28:01.267Z,2016-09-29T00:00:00.000Z,false,false,2,1,douche,true,1890,1890,1890,4,,false,c,15,false,,Utrecht,110,550,2016-10-31T08:28:01.000Z,dubbel glas,5,false,,true,in centrum en in woonwijk,,2 weken,parkeergarage,false,352,false,3511 MG,35,3511,inpandig,2,bestaande bouw,,maisonnette (appartement),monumentaal pand,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49994749-arthur-van-schendelstraat-110-pp/,1,true,2016-10-18T00:00:00.000Z,stadsverwarming,false,false,lift en mechanische ventilatie,585000,centrale voorziening,appartement,2,168,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3511_111_49951727,2016-10-31T08:26:39.002Z,2016-08-17T00:00:00.000Z,false,false,,1,douche en toilet,false,1904,1904,1904,,,false,g,,false,,Utrecht,111,300,2016-10-31T08:26:39.000Z,,6,false,,true,in centrum,ZW,8 weken,betaald parkeren,false,,true,3511 VM,35,3511,,5,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",monument,Springweg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49951727-springweg-111/,,true,2016-10-12T00:00:00.000Z,geen verwarming,false,false,,285000,,huis,3,103,false,false,false,,,,,,,,,,52,,,,,,,,,,
Utrecht,3511_112_49455035,2016-10-31T08:59:55.942Z,2015-04-21T00:00:00.000Z,false,false,1,1,ligbad,false,1913,1913,1913,,,false,c,11,false,,Utrecht,112,284,2016-10-31T08:59:56.000Z,volledig geïsoleerd,2,false,,true,aan rustige weg en in woonwijk,NW,8 maanden,betaald parkeren en parkeervergunningen,false,89,false,3511 HG,35,3511,,1,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,benedenwoning (appartement),,Nicolaas,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49455035-nicolaas-beetsstraat-112/,0,true,2015-12-25T00:00:00.000Z,stadsverwarming,false,true,mechanische ventilatie,239000,centrale voorziening,appartement,1,64,false,false,false,,,,,,,,,,,9,3.48,30,,,,,,,
Utrecht,3511_114_49533126,2016-10-31T09:04:05.061Z,2015-10-28T00:00:00.000Z,false,false,1,1,"ligbad, douche en toilet",true,1890,1890,1890,7,,false,b,10,false,,Utrecht,114,370,2016-10-31T09:04:05.000Z,volledig geïsoleerd,4,false,,true,"aan rustige weg, in centrum en in woonwijk",,8 weken,"betaald parkeren, openbaar parkeren en parkeervergunningen",false,165,false,3511 MG,35,3511,box,2,bestaande bouw,,maisonnette,monument en monumentaal pand,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49533126-arthur-van-schendelstraat-114/,2,true,2015-12-23T00:00:00.000Z,stadsverwarming en vloerverwarming gedeeltelijk,false,false,lift en mechanische ventilatie,425000,centrale voorziening,appartement,5,100,false,false,false,,,,,,,,erfpacht,0,,,,,,,,,,,
Utrecht,3511_115_49614921,2016-10-31T08:53:53.534Z,2016-01-23T00:00:00.000Z,false,false,1,1,ligbad en douche,false,1991,1991,1991,6,,false,c,5,false,,Utrecht,115,255,2016-10-31T08:53:53.000Z,volledig geïsoleerd,2,false,,true,aan rustige weg en in woonwijk,,2 weken,betaald parkeren,false,113,false,3511 HV,35,3511,box,1,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,galerijflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49614921-hartingstraat-115/,2,true,2016-02-09T00:00:00.000Z,stadsverwarming,false,false,"mechanische ventilatie, tv kabel, lift en schuifpui",263000,centrale voorziening,appartement,5,84,false,false,false,,,,,,,,erfpacht,0,,,,,2040-02-01T00:00:00.000Z,,,,,,
Utrecht,3511_115_49892432,2016-10-31T08:43:57.116Z,2016-06-24T00:00:00.000Z,false,false,1,1,ligbad,true,1994,1994,1994,4,,false,c,6,false,,Utrecht,115,232,2016-10-31T08:43:57.000Z,"dakisolatie, muurisolatie en dubbel glas",3,false,,true,aan rustige weg en in woonwijk,,-,,false,120,false,3511 MB,35,3511,box,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,galerijflat (appartement),,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49892432-arthur-van-schendelstraat-115/,2,true,2016-06-23T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",269000,centrale voorziening,appartement,6,78,false,false,false,,,,,,,,erfpacht,,,,,,,,,,,,
Utrecht,3511_11_49500693,2016-10-31T09:00:03.225Z,2015-09-26T00:00:00.000Z,true,true,2,2,2 douches en 2 toiletten,true,1936,1936,1936,7,,false,,,false,"inpandig, parkeerplaats en souterrain",Utrecht,11,1030,2016-10-31T09:00:03.000Z,geen isolatie,7,true,,true,in centrum en vrij uitzicht,NO,4 maanden,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,,false,3511 LB,35,3511,,4,bestaande bouw,zadeldak bedekt met dakpannen,"herenhuis, tussenwoning (drive-in woning)",monumentaal pand en monument,Willemsplantsoen,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49500693-willemsplantsoen-11/,,true,2016-02-01T00:00:00.000Z,stadsverwarming,false,false,dakraam,820000,centrale voorziening en geiser,huis,4,255,false,false,false,,,,42,6,7,42,volle eigendom,0,146,,,,,,,,,,
Utrecht,3511_123_49636774,2016-10-31T08:58:06.950Z,2016-02-02T00:00:00.000Z,false,false,,,,true,1991,1991,1991,7,,false,c,4,false,,Utrecht,123,252,2016-10-31T08:58:07.000Z,volledig geïsoleerd,3,false,,true,"aan rustige weg, in centrum en vrij uitzicht",,2 weken,openbaar parkeren en parkeervergunningen,false,,false,3511 HV,35,3511,inpandig,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49636774-hartingstraat-123/,3,true,2016-02-21T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",269000,centrale voorziening,appartement,6,84,false,false,false,,,,,,,,erfpacht,0,,,,,,,,,,,
Utrecht,3511_126_49881041,2016-10-31T08:36:44.706Z,2016-06-18T00:00:00.000Z,false,false,1,1,douche,true,1990,1990,1990,9,,false,d,4,false,,Utrecht,126,257,2016-10-31T08:36:44.000Z,"dakisolatie, muurisolatie, vloerisolatie, dubbel glas, gedeeltelijk dubbel glas, voorzetramen, volledig geïsoleerd, geen spouw en eco-bouw",3,false,,true,aan rustige weg en in woonwijk,,2 weken,openbaar parkeren en betaald parkeren,false,163,false,3511 HV,35,3511,box,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49881041-hartingstraat-126/,3,true,2016-07-07T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",309000,centrale voorziening,appartement,1,87,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3511_132_49685394,2016-10-31T09:04:05.589Z,2015-12-09T00:00:00.000Z,false,false,1,1,ligbad en douche,true,1994,1994,1994,9,,false,b,8,false,,Utrecht,132,260,2016-10-31T09:04:05.000Z,volledig geïsoleerd,3,false,,true,"aan rustige weg, in woonwijk en vrij uitzicht",,10 dagen,betaald parkeren en parkeervergunningen,false,170,false,3511 MN,35,3511,inpandig,2,bestaande bouw,plat dak,portiekflat (appartement),,,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49685394-henriette-roland-holststraat-132/,7,true,2015-12-18T00:00:00.000Z,stadsverwarming,false,false,lift en mechanische ventilatie,315000,centrale voorziening,appartement,1,87,false,false,false,,,,,,,,erfpacht,11,,,,,,,,,,,
Utrecht,3511_134_49787555,2016-10-31T08:37:08.304Z,2016-03-23T00:00:00.000Z,false,false,,,,false,1910,1910,1910,,,true,f,,false,,Utrecht,134,600,2016-10-31T08:37:08.000Z,,7,false,,true,aan rustige weg en in centrum,,3 maanden,betaald parkeren,false,,false,3511 VW,35,3511,,3,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Springweg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49787555-springweg-134/,,true,2016-07-04T00:00:00.000Z,,false,false,,275000,,huis,3,169,false,false,false,,,,,,,,,,70,,,,,,,,,,
Utrecht,3511_135_49862409,2016-10-31T08:30:13.978Z,2016-06-02T00:00:00.000Z,false,false,1,1,ligbad en douche,true,1990,1990,1990,14,,false,c,6,false,,Utrecht,135,282,2016-10-31T08:30:14.000Z,dubbel glas,3,false,,true,aan rustige weg en in centrum,,2 maanden,"openbaar parkeren, betaald parkeren en parkeergarage",false,,false,3511 MB,35,3511,inpandig,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,galerijflat (appartement),,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49862409-arthur-van-schendelstraat-135/,4,true,2016-08-04T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",309000,centrale voorziening,appartement,1,94,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3511_137_49534213,2016-10-31T09:08:07.160Z,2015-10-29T00:00:00.000Z,false,false,,,,true,1992,1992,1992,6,,false,c,4,false,,Utrecht,137,200,2016-10-31T09:08:07.000Z,muurisolatie en dubbel glas,3,false,,true,"aan rustige weg, in centrum, in woonwijk en vrij uitzicht",,2 weken,betaald parkeren en parkeervergunningen,false,113,false,3511 HV,35,3511,inpandig,2,bestaande bouw,,galerijflat,,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49534213-hartingstraat-137/,4,true,2015-11-17T00:00:00.000Z,stadsverwarming,false,false,lift,250000,centrale voorziening,appartement,6,81,false,false,false,,,,,,,,erfpacht,0,,,,,2040-02-02T00:00:00.000Z,,,,,,
Utrecht,3511_138_49826695,2016-10-31T08:30:13.401Z,2016-07-19T00:00:00.000Z,false,false,1,2,"ligbad, douche en toilet",true,1890,1890,1890,4,,false,c,10,false,,Utrecht,138,291,2016-10-31T08:30:13.000Z,"dakisolatie, muurisolatie, dubbel glas en volledig geïsoleerd",2,false,,true,"aan rustige weg, in centrum en in woonwijk",,2 weken,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,146,false,3511 MG,35,3511,box,1,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,maisonnette (appartement),monumentaal pand,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49826695-arthur-van-schendelstraat-138/,1,true,2016-08-03T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",339500,centrale voorziening,appartement,2,85,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3511_13_49753555,2016-10-31T08:55:11.975Z,2016-03-01T00:00:00.000Z,false,false,1,1,douche,false,1977,1977,1977,,,false,,7,false,,Utrecht,13,145,2016-10-31T08:55:12.000Z,,3,false,,true,in centrum,ZW,3 weken,,false,,false,3511 VT,35,3511,vrijstaande stenen berging,2,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, vrijstaande woning",monument,Jacobsgasthuissteeg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49753555-jacobsgasthuissteeg-13/,,true,2016-03-21T00:00:00.000Z,c.v.-ketel,false,true,,315000,c.v.-ketel,huis,2,52,true,false,false,,,,,,,,,,52,,,,,10,6.5,65,,,
Utrecht,3511_146_85958465,2016-10-31T09:08:09.793Z,2015-09-18T00:00:00.000Z,false,false,,,,false,1587,1587,1587,,,false,c,,false,,Utrecht,146,180,2016-10-31T09:08:09.000Z,,4,false,,true,in centrum en aan rustige weg,,7 weken,,false,,false,3511 VX,35,3511,,4,bestaande bouw,,"eengezinswoning, tussenwoning",beschermd stads- of dorpsgezicht,Springweg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-85958465-springweg-146/,,true,2015-11-05T00:00:00.000Z,stadsverwarming,false,false,,285000,,huis,4,56,false,false,false,,,,,,,,,,22,,,,,,,,,,
Utrecht,3511_149_48045408,2016-10-31T09:02:26.523Z,2014-06-09T00:00:00.000Z,true,true,1,1,douche,true,1992,1992,1992,5,,false,c,5,false,,Utrecht,149,251,2016-10-31T09:02:26.000Z,"dakisolatie, muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",2,false,,true,aan rustige weg en in centrum,Z,6½ maand,openbaar parkeren,false,91,false,3511 HV,35,3511,inpandig,1,bestaande bouw,plat dak,benedenwoning (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-48045408-hartingstraat-149/,0,true,2015-01-07T00:00:00.000Z,stadsverwarming,false,false,mechanische ventilatie,195000,centrale voorziening,appartement,6,62,false,false,false,,,,,4,1,4,,,,,,,,,,,,,
Utrecht,3511_149_49864961,2016-10-31T08:33:40.925Z,2016-06-04T00:00:00.000Z,true,true,,1,"ligbad, douche en toilet",false,1992,1992,1992,11,,false,c,7,false,,Utrecht,149,225,2016-10-31T08:33:41.000Z,volledig geïsoleerd,3,false,,true,aan rustige weg en in woonwijk,O,4 weken,openbaar parkeren en betaald parkeren,false,119,false,3511 MB,35,3511,box,2,bestaande bouw,plat dak,benedenwoning (appartement),,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49864961-arthur-van-schendelstraat-149/,0,true,2016-07-04T00:00:00.000Z,stadsverwarming,false,false,mechanische ventilatie,269000,centrale voorziening,appartement,1,79,false,false,false,,,,,5,3,11,erfpacht,11,,,,,2040-02-02T00:00:00.000Z,,,,,,
Utrecht,3511_14_49633703,2016-10-31T08:52:57.967Z,2016-02-11T00:00:00.000Z,false,false,,,,true,1976,1976,1976,13,,false,g,6,false,,Utrecht,14,358,2016-10-31T08:52:58.000Z,gedeeltelijk dubbel glas,3,false,,true,in centrum en vrij uitzicht,,13 dagen,openbaar parkeren en betaald parkeren,false,193,false,3511 EE,35,3511,box,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat,,Stationsstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49633703-stationsstraat-14/,7,true,2016-02-23T00:00:00.000Z,stadsverwarming,false,false,elektra,245000,elektrische boiler (huur),appartement,18,115,false,false,false,,,,,,,,erfpacht,0,,,,,2070-01-01T00:00:00.000Z,,,,,,
Utrecht,3511_150_49792811,2016-10-31T08:49:17.658Z,2016-04-07T00:00:00.000Z,false,false,1,1,ligbad,true,1992,1992,1992,9,,false,c,4,false,,Utrecht,150,254,2016-10-31T08:49:17.000Z,"dakisolatie, muurisolatie en dubbel glas",3,false,,true,in centrum en in woonwijk,,3 weken,betaald parkeren,false,198,false,3511 HV,35,3511,inpandig,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49792811-hartingstraat-150/,2,true,2016-04-28T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",300000,centrale voorziening,appartement,5,85,false,false,false,,,,,,,,erfpacht,,,,,,,,,,,,
Utrecht,3511_150_49950055,2016-10-31T08:29:35.515Z,2016-08-19T00:00:00.000Z,false,false,1,1,ligbad,true,1992,1992,1992,9,,false,c,4,false,,Utrecht,150,254,2016-10-31T08:29:35.000Z,"dakisolatie, muurisolatie en dubbel glas",3,false,,true,"aan rustige weg, in centrum en in woonwijk",,2 weken,betaald parkeren,false,198,false,3511 HV,35,3511,inpandig,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49950055-hartingstraat-150/,2,true,2016-09-02T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",325000,centrale voorziening,appartement,1,85,false,false,false,,,,,,,,erfpacht,,,,,,,,,,,,
Utrecht,3511_154_49584443,2016-10-31T08:59:38.615Z,2015-09-11T00:00:00.000Z,true,true,1,1,"ligbad, douche en toilet",false,1800,1800,1800,,,true,,10,false,,Utrecht,154,400,2016-10-31T08:59:38.000Z,vloerisolatie en dubbel glas,5,true,,true,aan rustige weg en in centrum,O,4½ maand,betaald parkeren en parkeervergunningen,false,,false,3511 VZ,35,3511,vrijstaande houten berging,4,bestaande bouw,zadeldak bedekt met dakpannen,"herenhuis, tussenwoning",beschermd stads- of dorpsgezicht,Springweg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49584443-springweg-154/,,true,2016-02-05T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,739000,c.v.-ketel,huis,3,150,false,false,false,,,,12,5,20,100,volle eigendom,0,180,,,,,,,,,,
Utrecht,3511_156_49721395,2016-10-31T08:46:16.600Z,2016-05-05T00:00:00.000Z,true,true,,3,"ligbad, 3 douches en 3 toiletten",false,1985,1985,1985,,,false,f,14,false,,Utrecht,156,697,2016-10-31T08:46:16.000Z,,6,true,,true,aan rustige weg en in centrum,NO,2 weken,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,,false,3511 VZ,35,3511,vrijstaande houten berging,4,bestaande bouw,zadeldak bedekt met dakpannen,"herenhuis, tussenwoning",,Springweg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49721395-springweg-156/,,true,2016-05-19T00:00:00.000Z,stadsverwarming,false,false,dakraam,875000,centrale voorziening,huis,4,214,false,false,false,,,,,6.5,25,163,volle eigendom,0,271,,,,,,,,,,
Utrecht,3511_158_49536318,2016-10-31T08:51:15.124Z,2015-10-22T00:00:00.000Z,false,false,,,,true,1890,1890,1890,4,,false,b,6,false,,Utrecht,158,170,2016-10-31T08:51:15.000Z,"dakisolatie, muurisolatie en dubbel glas",2,false,,true,aan rustige weg en in woonwijk,,4 maanden,betaald parkeren,false,,false,3511 HG,35,3511,box,1,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Nicolaas,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49536318-nicolaas-beetsstraat-158/,2,true,2016-02-22T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",209000,centrale voorziening,appartement,4,57,false,false,false,,,,,,,,erfpacht,0,,,,,,,,,,,
Utrecht,3511_163_49513853,2016-10-31T09:00:55.640Z,2015-10-08T00:00:00.000Z,false,false,,,,true,1993,1993,1993,7,,false,b,5,false,,Utrecht,163,248,2016-10-31T09:00:55.000Z,volledig geïsoleerd,3,false,,true,aan rustige weg en in woonwijk,,-,,false,130,false,3511 MB,35,3511,inpandig,2,bestaande bouw,,galerijflat (appartement),,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49513853-arthur-van-schendelstraat-163/,3,true,2015-10-05T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",250000,centrale voorziening,appartement,1,85,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3511_164_49837934,2016-10-31T08:36:04.289Z,2016-07-21T00:00:00.000Z,true,true,1,1,ligbad en toilet,true,1994,1994,1994,26,,false,a,,false,,Utrecht,164,285,2016-10-31T08:36:04.000Z,"dakisolatie, muurisolatie en dubbel glas",4,false,,true,"aan rustige weg, in centrum, in woonwijk en vrij uitzicht",ZO,3 weken,betaald parkeren en parkeervergunningen,false,123,false,3511 MG,35,3511,,2,bestaande bouw,plat dak,maisonnette (appartement),,Arthur,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49837934-arthur-van-schendelstraat-164/,1,true,2016-08-10T00:00:00.000Z,stadsverwarming,false,false,mechanische ventilatie en tv kabel,325000,centrale voorziening,appartement,2,87,false,false,false,,,,7,6.39,2.88,18,erfpacht,11,,,,,,,,,,,
Utrecht,3511_166_49880140,2016-10-31T08:40:09.879Z,2016-06-18T00:00:00.000Z,false,false,1,1,ligbad,true,1991,1991,1991,9,,false,c,4,false,,Utrecht,166,294,2016-10-31T08:40:10.000Z,"dakisolatie, muurisolatie en vloerisolatie",3,false,,true,"aan rustige weg, in woonwijk, vrij uitzicht en beschutte ligging",,2 weken,betaald parkeren en parkeervergunningen,false,198,false,3511 HV,35,3511,inpandig,2,bestaande bouw,plat dak,portiekflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49880140-hartingstraat-166/,4,true,2016-07-04T00:00:00.000Z,stadsverwarming,false,false,lift en mechanische ventilatie,289000,centrale voorziening,appartement,1,83,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3511_16_49625558,2016-10-31T08:51:27.728Z,2016-01-23T00:00:00.000Z,false,false,1,1,douche,true,1987,1987,1987,3,,false,,5,false,,Utrecht,16,195,2016-10-31T08:51:27.000Z,dubbel glas,3,false,,true,in centrum en beschutte ligging,,6 weken,openbaar parkeren en betaald parkeren,false,,false,3511 LZ,35,3511,box,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),gedeeltelijk gestoffeerd,Boterstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49625558-boterstraat-16-b/,3,true,2016-03-05T00:00:00.000Z,c.v.-ketel,false,false,dakraam en mechanische ventilatie,225000,c.v.-ketel,appartement,3,64,false,false,false,,,,,,,,erfpacht,0,,,,,2036-03-21T00:00:00.000Z,,,,,,
Utrecht,3511_170_49783746,2016-10-31T08:49:17.027Z,2016-03-29T00:00:00.000Z,false,false,1,1,ligbad en douche,true,1992,1992,1992,9,,false,c,4,false,,Utrecht,170,251,2016-10-31T08:49:17.000Z,"dakisolatie, muurisolatie en dubbel glas",3,false,,true,"aan rustige weg, in woonwijk, vrij uitzicht en beschutte ligging",,3 weken,openbaar parkeren en betaald parkeren,false,198,false,3511 HV,35,3511,inpandig,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,portiekflat (appartement),,Hartingstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49783746-hartingstraat-170/,3,true,2016-04-22T00:00:00.000Z,stadsverwarming,false,false,"lift, mechanische ventilatie en tv kabel",309000,centrale voorziening,appartement,1,85,false,false,false,,,,,,,,,,,,,,,,,,,,
