voortuin_diepte,inpandige_ruimte_oppervlakte,kamers_text,achtertuin_diepte,postcode,soort_huis,woningtype,voortuin_text,title,eind_datum_erfpacht,cv_ketel,bouwjaar,voorzieningen,aangeboden_sinds,huisnummer,soort_woning,insertion_date,eigendomssituatie_text,ligging_tuin_text,achterom,bouwperiode_text,periodieke_bijdrage_text,badkamervoorzieningen,gelegen_op_text,zonneterras,inpandige_ruimte_text,funda_id,straat,service_kosten_text,keurmerken,patio_diepte,voortuin_oppervlakte,zonneterras_diepte,soort_bouw,zijtuin,zijtuin_oppervlakte,soort_appartement,schuur_of_berging,periodieke_bijdrage,parkeergelegenheid,vliering,balkon_of_dakterras,specifiek,vraagprijs,woonoppervlakte_text,verkoopdatum,zonneterras_text,looptijd,zonneterras_oppervlakte,externe_bergruimte_oppervlakte,inhoud,garage_capaciteit_text,externe_bergruimte_text,bouwperiode_end,garage_capaciteit,isolatie,aangeboden_sinds_text,achtertuin,page_nr,eigendomssituatie,voortuin_breedte,verdieping,zolder,vve_bijdrage_text,buitenruimte_oppervlakte,zonneterras_breedte,voortuin,balkon,aparte_toiletten,verkocht,warm_water,verwarming,kelder,tuin_text,woonoppervlakte,ligging_tuin,tuin_rondom,zijtuin_text,frans_balkon,patio_text,gemeente,dakterras,kamers,achtertuin_oppervlakte,ligging,url,slaapkamers,postcode_regio,perceel_oppervlakte_text,badkamers,garage_text,bouwjaar_text,zijtuin_diepte,id,vraagprijs_text,woonlagen_text,patio_oppervlakte,toegankelijkheid,perceel_oppervlakte,inhoud_text,buitenruimte_text,lasten_text,kosten_koper,badkamers_text,plaats,status,zijtuin_breedte,bouwperiode_start,aanvaarding,verkoopdatum_text,patio_breedte,kosten_erfpacht,achtertuin_text,woonlagen,energielabel_text,achtertuin_breedte,soort_dak,postcode_wijk,energielabel,patio
,,4 kamers (3 slaapkamers),9.41,1034 JX,"eengezinswoning, tussenwoning",huis,,Verkocht: Pinasstraat 22 1034 JX Amsterdam [funda],2053-08-31 00:00:00,,1967,,2016-04-12 00:00:00,22,"eengezinswoning, tussenwoning",2016-09-12 12:09:32.960000,erfpacht (afgekocht tot 31-8-2053 met optie tot afkopen)  gemeentelijke erfpacht,gelegen op het noordwesten bereikbaar via achterom,True,,,,,False,,49709090,Pinasstraat,,,,,,bestaande bouw,False,,,box,,openbaar parkeren,False,,,275000.0,102 m²,2016-05-04 00:00:00,,3 weken,,4.0,311.0,,4 m²,1967,,dubbel glas,12-4-2016,True,217,erfpacht,,,False,,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,102.0,NW,False,,False,,Amsterdam,False,4,49.0,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/huis-49709090-pinasstraat-22/,3,10,106 m²,,,1967,,1034_22_49709090,€ 275.000,2 woonlagen,,,106.0,311 m³,,afgekocht tot 31-08-2053,True,,False,verkocht,,1967,,4-5-2016,,0,"49 m² (9,41m diep en 5,22m breed)",2,c,5.22,zadeldak bedekt met bitumineuze dakbedekking,1034,c,False
,19.0,4 kamers (3 slaapkamers),6.3,1103 PX,"bungalow, tussenwoning (patiowoning)",huis,,Verkocht: Geerdinkhof 205 1103 PX Amsterdam [funda],2026-12-31 00:00:00,,1978,schuifpui,2016-04-30 00:00:00,205,"bungalow, tussenwoning (patiowoning)",2016-09-12 12:09:33.053000,eigendom belast met erfpacht (afgekocht tot 31-12-2026 tot einddatum erfpacht met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  31-12-2026),gelegen op het zuiden bereikbaar via achterom,True,,,"ligbad, douche en toilet",,False,19 m²,49728133,Geerdinkhof,,,,,,bestaande bouw,False,,,,,,False,,,325000.0,125 m²,2016-05-31 00:00:00,,4 weken,,,526.0,,,1978,,dubbel glas,30-4-2016,True,217,erfpacht,,,False,,,,True,False,1,True,c.v.-ketel,c.v.-ketel en open haard,False,achtertuin en voortuin,125.0,Z,False,,False,,Amsterdam,False,4,58.0,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/huis-49728133-geerdinkhof-205/,3,11,278 m²,2,vrijstaande stenen garage,1978,,1103_205_49728133,€ 325.000,1 woonlaag,,,278.0,526 m³,,afgekocht tot 31-12-2026,True,2 badkamers en 1 apart toilet,False,verkocht,,1978,,31-5-2016,,0,"58 m² (6,3m diep en 9,19m breed)",1,c,9.19,,1103,c,False
,,4 kamers (2 slaapkamers),,1072 JD,,appartement,,Verkocht: Cornelis Trooststraat 85 III 1072 JD Amsterdam [funda],,,1905,,2016-04-23 00:00:00,85,bovenwoning (dubbel bovenhuis),2016-09-12 12:09:33.074000,volle eigendom  volle eigendom,gelegen op het zuiden,False,,,ligbad en douche,4e woonlaag,True,,49713986,Cornelis,,,,,0.07,bestaande bouw,False,,bovenwoning (dubbel bovenhuis),,191.0,betaald parkeren en parkeervergunningen,False,dakterras aanwezig en balkon aanwezig,,675000.0,124 m²,2016-06-08 00:00:00,"m² (0,07m diep en 0,05m breed)",6 weken,,,382.0,,,1905,,gedeeltelijk dubbel glas,23-4-2016,False,217,volle eigendom,,4,False,€ 191 per maand,44.0,0.05,False,True,2,True,c.v.-ketel,c.v.-ketel,False,zonneterras,124.0,Z,False,,False,,Amsterdam,True,4,,aan rustige weg,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49713986-cornelis-trooststraat-85-iii/,2,10,,1,,1905,,1072_85_49713986,€ 675.000,2 woonlagen,,,,382 m³,44 m²,,True,1 badkamer en 2 aparte toiletten,False,verkocht,,1905,,8-6-2016,,0,,2,,,plat dak bedekt met bitumineuze dakbedekking,1072,,False
,1.0,3 kamers (1 slaapkamer),,1059 VN,,appartement,,Verkocht: Woubruggestraat 7 II 1059 VN Amsterdam [funda],,,1929,elektra en stromend water,2016-04-09 00:00:00,7,bovenwoning (appartement),2016-09-12 12:09:33.096000,volle eigendom  volle eigendom,,False,,,ligbad en toilet,2e woonlaag,False,1 m²,49707388,Woubruggestraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),inpandig,75.0,,False,balkon aanwezig,,239000.0,54 m²,2016-05-04 00:00:00,,3 weken,,10.0,181.0,,10 m²,1929,,,9-4-2016,False,217,volle eigendom,,2,False,€ 75 per maand,6.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,54.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49707388-woubruggestraat-7-ii/,1,10,,1,,1929,,1059_7_49707388,€ 239.000,1 woonlaag,,,,181 m³,6 m²,,True,1 badkamer,False,verkocht,,1929,,4-5-2016,,0,,1,,,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,1059,,False
,,3 kamers (2 slaapkamers),,1067 RX,"eengezinswoning, tussenwoning",huis,,Verkocht: Jaap Edenstraat 8 1067 RX Amsterdam [funda],2054-07-16 00:00:00,,1958,tv kabel,2016-04-27 00:00:00,8,"eengezinswoning, tussenwoning",2016-09-12 12:09:33.127000,eigendom belast met erfpacht (afgekocht tot 16-7-2054 met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht,,False,,,,,False,,49727602,Jaap,,,,,,bestaande bouw,False,,,aangebouwde stenen berging,,,False,,,215000.0,80 m²,2016-05-31 00:00:00,,5 weken,,7.0,208.0,,7 m²,1958,,dubbel glas,27-4-2016,True,217,erfpacht,,,False,,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,80.0,,False,,False,,Amsterdam,False,3,,"aan rustige weg, in woonwijk en beschutte ligging",http://www.funda.nl/koop/verkocht/amsterdam/huis-49727602-jaap-edenstraat-8/,2,10,190 m²,,,1958,,1067_8_49727602,€ 215.000,2 woonlagen,,,190.0,208 m³,,afgekocht tot 16-07-2054,True,,False,verkocht,,1958,,31-5-2016,,0,,2,e,,plat dak,1067,e,False
,1.0,3 kamers (2 slaapkamers),,1108 HE,,appartement,,Verkocht: Liendenhof 105 1108 HE Amsterdam [funda],2027-04-15 00:00:00,,1971,lift en tv kabel,2015-09-16 00:00:00,105,bovenwoning (appartement),2016-09-12 12:09:33.147000,eigendom belast met erfpacht (afgekocht tot 15-4-2027 tot einddatum erfpacht met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  15-04-2027)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  15-04-2027),,False,,,,2e woonlaag,False,1 m²,49590744,Liendenhof,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,170.0,openbaar parkeren,False,balkon aanwezig,,135000.0,70 m²,2016-04-04 00:00:00,,6½ maand,,5.0,175.0,,5 m²,1971,,gedeeltelijk dubbel glas,16-9-2015,False,217,erfpacht,,2,False,€ 170 per maand,5.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,70.0,,False,,False,,Amsterdam,False,3,,"aan bosrand, aan park, aan rustige weg, in woonwijk en beschutte ligging",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49590744-liendenhof-105/,2,11,,,parkeerkelder en parkeerplaats,1971-1980,,1108_105_49590744,€ 135.000,1 woonlaag,,,,175 m³,5 m²,afgekocht tot 15-04-2027  afgekocht tot 15-04-2027,True,,False,verkocht,,1971,,4-4-2016,,0,,1,"c 1,50",,,1108,c,False
,,4 kamers (3 slaapkamers),,1058 BP,,appartement,,Verkocht: Curaçaostraat 73 II 1058 BP Amsterdam [funda],,,1935,mechanische ventilatie en tv kabel,2016-05-16 00:00:00,73,tussenverdieping,2016-09-12 12:09:33.410000,volle eigendom  volle eigendom,,False,,,douche,,False,,49745226,,,,,,,bestaande bouw,False,,tussenverdieping,,111.0,parkeervergunningen,False,balkon aanwezig,,265000.0,68 m²,2016-05-21 00:00:00,,6 dagen,,8.0,158.0,,8 m²,1935,,volledig geïsoleerd,16-5-2016,False,215,volle eigendom,,,False,€ 111 per maand,5.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,68.0,,False,,False,,Amsterdam,False,4,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49745226-curacaostraat-73-ii/,3,10,,1,,1935,,1058_73_49745226,€ 265.000,1 woonlaag,,,,158 m³,5 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1935,,21-5-2016,,0,,1,,,plat dak,1058,,False
,,1 kamer (1 slaapkamer),,1058 JK,,appartement,,Verkocht: Wijsmullerstraat 40 huis 1058 JK Amsterdam [funda],,,1906,,2016-05-03 00:00:00,40,benedenwoning (appartement),2016-09-12 12:09:33.456000,volle eigendom  volle eigendom,,False,,,douche en toilet,begane grond,False,,49722574,Wijsmullerstraat,,,,,,bestaande bouw,False,,benedenwoning (appartement),,,,False,,,150000.0,25 m²,2016-05-12 00:00:00,,10 dagen,,,65.0,,,1906,,dubbel glas,3-5-2016,False,215,volle eigendom,,0,False,,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,,25.0,,False,,False,,Amsterdam,False,1,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49722574-wijsmullerstraat-40-huis/,1,10,,1,,1906-1930,,1058_40_49722574,€ 150.000,1 woonlaag,,,,65 m³,,,True,1 badkamer,False,verkocht,,1906,,12-5-2016,,0,,1,,,,1058,,False
,,2 kamers (1 slaapkamer),,1055 EB,,appartement,,Verkocht: Bos en Lommerweg 16 hs 1055 EB Amsterdam [funda],2056-09-16 00:00:00,,1934,tv kabel,2016-05-20 00:00:00,16,portiekflat (bel-etage),2016-09-12 12:09:33.598000,eigendom belast met erfpacht (afgekocht tot 16-9-2056 met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht,,False,,,douche en toilet,1e woonlaag,False,,49748803,Bos,,,,,,bestaande bouw,False,,portiekflat (bel-etage),box,96.0,parkeervergunningen,False,balkon aanwezig,,185000.0,44 m²,2016-06-06 00:00:00,,2 weken,,7.0,152.0,,7 m²,1934,,,20-5-2016,False,215,erfpacht,,1,False,€ 96 per maand,6.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,44.0,,False,,False,,Amsterdam,False,2,,in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748803-bos-en-lommerweg-16-hs/,1,10,,1,,1934,,1055_16_49748803,€ 185.000,1 woonlaag,,,,152 m³,6 m²,afgekocht tot 16-09-2056,True,1 badkamer,False,verkocht,,1934,,6-6-2016,,0,,1,"c 1,46",,,1055,c,False
,1.0,3 kamers (2 slaapkamers),,1034 LL,,appartement,,Verkocht: Bramzeilhof 120 1034 LL Amsterdam [funda],,,1971,,2015-04-09 00:00:00,120,galerijflat,2016-09-12 12:09:33.626000,volle eigendom  volle eigendom,,False,,,douche,,False,1 m²,48332539,Bramzeilhof,,,,,,bestaande bouw,False,,galerijflat,,,,False,balkon aanwezig,,174500.0,75 m²,2016-04-28 00:00:00,,12½ maand,,7.0,287.0,,7 m²,1971,,,9-4-2015,False,215,volle eigendom,,,False,,8.0,,False,True,1,True,,,False,,75.0,,False,,False,,Amsterdam,False,3,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48332539-bramzeilhof-120/,2,10,,1,,1971,,1034_120_48332539,€ 174.500,4 woonlagen,,,,287 m³,8 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1971,,28-4-2016,,0,,4,"d 1,69",,,1034,d,False
,,3 kamers (2 slaapkamers),6.76,1051 XA,,appartement,,Verkocht: Van Beuningenplein 188 hs 1051 XA Amsterdam [funda],,,1906,,2016-04-26 00:00:00,188,benedenwoning (appartement),2016-09-12 12:09:33.819000,volle eigendom  volle eigendom,gelegen op het westen,False,,,ligbad en toilet,begane grond,False,,49713914,Van,,,,,,bestaande bouw,False,,benedenwoning (appartement),vrijstaande houten berging,65.0,,False,,,325000.0,75 m²,2016-05-11 00:00:00,,2 weken,,,195.0,,,1906,,,26-4-2016,True,215,volle eigendom,,0,False,€ 65 per maand,33.0,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,75.0,W,False,,False,,Amsterdam,False,3,33.0,vrij uitzicht,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49713914-van-beuningenplein-188-hs/,2,10,,1,,1906-1930,,1051_188_49713914,€ 325.000,2 woonlagen,,,,195 m³,33 m²,,True,1 badkamer,False,verkocht,,1906,,11-5-2016,,0,"33 m² (6,76m diep en 4,85m breed)",2,,4.85,,1051,,False
,,2 kamers (1 slaapkamer),,1083 EH,,appartement,,Verkocht: Van Nijenrodeweg 116 1083 EH Amsterdam [funda],,,1967,lift,2016-05-26 00:00:00,116,portiekflat (corridorflat),2016-09-12 12:09:33.883000,volle eigendom,,False,,,,2e woonlaag,False,,85221605,Van,,,,,,bestaande bouw,False,,portiekflat (corridorflat),box,,,False,,kluswoning,139000.0,35 m²,2016-06-09 00:00:00,,2 weken,,4.0,90.0,,4 m²,1967,,,26-5-2016,False,215,volle eigendom,,2,False,,2.0,,False,False,,True,elektrische boiler,blokverwarming,False,,35.0,,False,,False,,Amsterdam,False,2,,"in woonwijk, vrij uitzicht en beschutte ligging",http://www.funda.nl/koop/verkocht/amsterdam/appartement-85221605-van-nijenrodeweg-116/,1,10,,,,1967,,1083_116_85221605,€ 139.000,1 woonlaag,,,,90 m³,2 m²,,True,,False,verkocht,,1967,,9-6-2016,,0,,1,e,,plat dak bedekt met bitumineuze dakbedekking,1083,e,False
,,3 kamers (2 slaapkamers),,1103 SK,,appartement,,Verkocht: Glitterstraat 168 1103 SK Amsterdam [funda],2056-04-30 00:00:00,,2007,"lift, mechanische ventilatie en tv kabel",2016-02-25 00:00:00,168,bovenwoning (appartement),2016-09-12 12:09:33.934000,eigendom belast met erfpacht (afgekocht tot 30-4-2056 tot einddatum erfpacht met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  30-04-2056),,False,,,douche,8e woonlaag,False,,49758212,Glitterstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),,,,False,balkon aanwezig,,198000.0,96 m²,2016-03-21 00:00:00,,3 weken,,,265.0,,,2007,,"dakisolatie, muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",25-2-2016,False,215,erfpacht,,8,False,,16.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,96.0,,False,,False,,Amsterdam,False,3,,"aan water, aan park, aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49758212-glitterstraat-168/,2,11,,1,inpandig,2007,,1103_168_49758212,€ 198.000,1 woonlaag,,,,265 m³,16 m²,afgekocht tot 30-04-2056,True,1 badkamer en 1 apart toilet,False,verkocht,,2007,,21-3-2016,,0,,1,,,plat dak bedekt met bitumineuze dakbedekking en overig,1103,,False
,,3 kamers (2 slaapkamers),,1086 ZJ,"villa, 2-onder-1-kapwoning",huis,,Verkocht: IJburglaan 175 1086 ZJ Amsterdam [funda],2056-12-01 00:00:00,,2010,"mechanische ventilatie, rolluiken en glasvezelkabel",2016-03-23 00:00:00,175,"villa, 2-onder-1-kapwoning",2016-09-12 12:09:33.971000,erfpacht (á € 4.394 per jaar)  erfpacht  erfpacht,,False,,,douche en toilet,,False,,49787136,IJburglaan,,,,,,bestaande bouw,False,,,,,betaald parkeren,False,dakterras aanwezig,,375000.0,109 m²,2016-04-26 00:00:00,,5 weken,,,355.0,,,2010,,volledig geïsoleerd,23-3-2016,False,215,erfpacht,,,False,,22.0,,False,False,,True,c.v.-ketel,c.v.-ketel,True,,109.0,,False,,False,,Amsterdam,True,3,,"aan water, aan rustige weg, in woonwijk, beschutte ligging en aan vaarwater",http://www.funda.nl/koop/verkocht/amsterdam/huis-49787136-ijburglaan-175/,2,10,151 m²,1,parkeerplaats,2010,,1086_175_49787136,€ 375.000,1 woonlaag en een kelder,,,151.0,355 m³,22 m²,€ 4.394 per jaar  afgekocht tot 01-12-2056,True,1 badkamer,False,verkocht,,2010,,26-4-2016,,0,,1,,,plat dak bedekt met bitumineuze dakbedekking,1086,,False
,9.0,5 kamers (3 slaapkamers),,1077 VL,,appartement,,Verkocht: Stadionkade 20 -I 1077 VL Amsterdam [funda],2055-07-01 00:00:00,,1932,lift,2016-05-25 00:00:00,20,bovenwoning (open portiek),2016-09-12 12:09:34.012000,erfpacht (afgekocht tot 1-7-2055 met optie tot afkopen)  gemeentelijke erfpacht,,False,,,ligbad en toilet,1e woonlaag,False,9 m²,49743553,Stadionkade,,,,,,bestaande bouw,False,,bovenwoning (open portiek),inpandig,395.0,parkeervergunningen,False,balkon aanwezig,,699000.0,126 m²,2016-06-06 00:00:00,,13 dagen,,,380.0,,,1932,,,25-5-2016,False,215,erfpacht,,1,False,€ 395 per maand,6.0,,False,True,1,True,,blokverwarming,False,,126.0,,False,,False,,Amsterdam,False,5,,"aan park, aan water, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49743553-stadionkade-20-i/,3,10,,1,,1932,,1077_20_49743553,€ 699.000,1 woonlaag,,,,380 m³,6 m²,afgekocht tot 01-07-2055,True,1 badkamer en 1 apart toilet,False,verkocht,,1932,,6-6-2016,,0,,1,,,,1077,,False
,19.0,4 kamers (2 slaapkamers),6.4,1053 ZB,,appartement,,Verkocht: Da Costastraat 10 Huis 1053 ZB Amsterdam [funda],2025-05-31 00:00:00,,1905,,2015-11-21 00:00:00,10,benedenwoning (appartement),2016-09-12 12:09:34.047000,erfpacht (á € 93 per jaar tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  31-05-2025),gelegen op het westen,False,,,"ligbad, douche en toilet",begane grond,False,19 m²,49660173,Da,,,,,,bestaande bouw,False,,benedenwoning (appartement),,120.0,parkeervergunningen,False,,,549000.0,93 m²,2016-05-01 00:00:00,,5 maanden,,,405.0,,,1905,,,21-11-2015,True,215,erfpacht,,0,False,€ 120 per maand,,,False,False,1,True,c.v.-ketel,c.v.-ketel,False,achtertuin,93.0,W,False,,False,,Amsterdam,False,4,58.0,aan rustige weg,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49660173-da-costastraat-10-huis/,2,10,,2,,1905,,1053_10_49660173,€ 549.000,1 woonlaag,,,,405 m³,,€ 93 per jaar met optie tot afkopen,True,2 badkamers en 1 apart toilet,False,verkocht,,1905,,1-5-2016,,93,"58 m² (6,4m diep en 9m breed)",1,,9.0,,1053,,False
,,3 kamers (2 slaapkamers),6.11,1066 CJ,"eengezinswoning, hoekwoning",huis,,Verkocht: Sloterweg 1267 C 1066 CJ Amsterdam [funda],2040-01-01 00:00:00,,1906,,2016-03-24 00:00:00,1267,"eengezinswoning, hoekwoning",2016-09-12 12:09:34.277000,eigendom belast met erfpacht (afgekocht tot 1-1-2040 met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht,gelegen op het noordwesten bereikbaar via achterom,True,,,douche en toilet,,False,,49780418,Sloterweg,,,,,,bestaande bouw,False,,,,,openbaar parkeren,False,,,209000.0,52 m²,2016-04-11 00:00:00,,2 weken,,,151.0,,,1906,,,24-3-2016,True,215,erfpacht,,,False,,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,52.0,NW,False,,False,,Amsterdam,False,3,25.0,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/huis-49780418-sloterweg-1267-c/,2,10,77 m²,1,,voor 1906,,1066_1267_49780418,€ 209.000,2 woonlagen,,,77.0,151 m³,,afgekocht tot 01-01-2040,True,1 badkamer,False,verkocht,,1906,,11-4-2016,,0,"25 m² (6,11m diep en 5m breed)",2,c,5.0,zadeldak bedekt met dakpannen,1066,c,False
,,2 kamers (1 slaapkamer),,1025 HA,,appartement,,Verkocht: Het Hoogt 38 1025 HA Amsterdam [funda],2056-04-15 00:00:00,,1968,lift,2016-04-16 00:00:00,38,galerijflat (appartement),2016-09-12 12:09:34.302000,eigendom belast met erfpacht (tot einddatum erfpacht)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  15-04-2056),,False,,,douche,3e woonlaag,False,,49715301,Het,,,,,,bestaande bouw,False,,galerijflat (appartement),,,betaald parkeren en parkeervergunningen,False,,,255000.0,104 m²,2016-06-01 00:00:00,,6 weken,,,375.0,,,1968,,"dakisolatie, muurisolatie en dubbel glas",16-4-2016,False,215,erfpacht,,3,False,,,,False,False,1,True,centrale voorziening,blokverwarming,False,,104.0,,False,,False,,Amsterdam,False,2,,"aan park, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715301-het-hoogt-38/,1,10,,1,,1968,,1025_38_49715301,€ 255.000,2 woonlagen,,,,375 m³,,,True,1 badkamer en 1 apart toilet,False,verkocht,,1968,,1-6-2016,,0,,2,,,plat dak bedekt met bitumineuze dakbedekking,1025,,False
,,3 kamers (2 slaapkamers),,1098 TT,,appartement,,Verkocht: Max Planckstraat 27 III 1098 TT Amsterdam [funda],,,1957,,2016-05-20 00:00:00,27,bovenwoning,2016-09-12 12:09:34.394000,volle eigendom  volle eigendom  volle eigendom,,False,,,douche,4e woonlaag,False,,49749164,Max,,,,,,bestaande bouw,False,,bovenwoning,box,131.0,,False,balkon aanwezig,,295000.0,75 m²,2016-05-30 00:00:00,,11 dagen,,7.0,201.0,,7 m²,1957,,,20-5-2016,False,211,volle eigendom,,4,False,€ 131 per maand,7.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,75.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749164-max-planckstraat-27-iii/,2,10,,1,,1957,,1098_27_49749164,€ 295.000,1 woonlaag,,,,201 m³,7 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1957,,30-5-2016,,0,,1,,,,1098,,False
,,2 kamers (1 slaapkamer),,1102 RZ,,appartement,,Verkocht: Brentanostraat 20 1102 RZ Amsterdam [funda],2036-04-30 00:00:00,,1985,,2016-02-09 00:00:00,20,portiekflat (appartement),2016-09-12 12:09:34.421000,erfpacht (afgekocht tot 30-4-2036 met optie tot afkopen)  erfpacht,,False,,,douche en toilet,4e woonlaag,False,,49632601,Brentanostraat,,,,,,bestaande bouw,False,,portiekflat (appartement),box,49.0,betaald parkeren,False,,,105000.0,48 m²,2016-03-10 00:00:00,,4 weken,,4.0,142.0,,4 m²,1985,,dubbel glas,9-2-2016,False,215,erfpacht,,4,False,€ 49 per maand,6.0,,False,False,,True,c.v.-ketel,c.v.-ketel,False,,48.0,,False,,False,,Amsterdam,False,2,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49632601-brentanostraat-20/,1,11,,1,,1985,,1102_20_49632601,€ 105.000,4 woonlagen,,,,142 m³,6 m²,afgekocht tot 30-04-2036,True,1 badkamer,False,verkocht,,1985,,10-3-2016,,0,,4,"c 1,42",,plat dak bedekt met bitumineuze dakbedekking,1102,c,False
,,6 kamers (4 slaapkamers),7.46,1071 PA,,appartement,,Verkocht: De Lairessestraat 12 H 1071 PA Amsterdam [funda],2038-06-30 00:00:00,,1920,"alarminstallatie, mechanische ventilatie, airconditioning, rookkanaal en tv kabel",2015-05-28 00:00:00,12,benedenwoning,2016-09-12 12:09:34.438000,erfpacht (á € 906 per jaar tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  30-06-2038),gelegen op het noordwesten,False,,,"2 ligbaden, 3 douches en 3 toiletten",begane grond,False,,49484230,De,,,,,,bestaande bouw,False,,benedenwoning,,,,False,,,1995000.0,327 m²,2016-05-06 00:00:00,,11 maanden,,,975.0,,,1920,,dubbel glas,28-5-2015,True,215,erfpacht,,0,False,,,,False,False,1,True,,,False,achtertuin,327.0,NW,False,,False,,Amsterdam,False,6,71.0,in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49484230-de-lairessestraat-12-h/,4,10,,3,,1920,,1071_12_49484230,€ 1.995.000,3 woonlagen,,,,975 m³,,€ 906 per jaar,True,3 badkamers en 1 apart toilet,False,verkocht,,1920,,6-5-2016,,906,"71 m² (7,46m diep en 9,52m breed)",3,g,9.52,,1071,g,False
,,3 kamers (2 slaapkamers),,1065 TJ,,appartement,,Verkocht: Ward Bingleystraat 21 -I 1065 TJ Amsterdam [funda],2054-11-30 00:00:00,,1956,,2016-04-13 00:00:00,21,bovenwoning (appartement),2016-09-12 12:09:34.460000,eigendom belast met erfpacht (afgekocht tot 30-11-2054 met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht,,False,,,douche,2e woonlaag,False,,49709852,Ward,,,,,,bestaande bouw,False,,bovenwoning (appartement),inpandig,120.0,,False,balkon aanwezig,,169000.0,58 m²,2016-06-13 00:00:00,,2 maanden,,7.0,157.0,,7 m²,1956,,dubbel glas,13-4-2016,False,211,erfpacht,,2,False,€ 120 per maand,9.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,58.0,,False,,False,,Amsterdam,False,3,,"aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49709852-ward-bingleystraat-21-i/,2,10,,1,,1956,,1065_21_49709852,€ 169.000,1 woonlaag,,,,157 m³,9 m²,afgekocht tot 30-11-2054,True,1 badkamer en 1 apart toilet,False,verkocht,,1956,,13-6-2016,,0,,1,"e 2,10",,,1065,e,False
