voortuin_diepte,inpandige_ruimte_oppervlakte,kamers_text,achtertuin_diepte,postcode,soort_huis,woningtype,voortuin_text,title,eind_datum_erfpacht,cv_ketel,bouwjaar,voorzieningen,aangeboden_sinds,huisnummer,soort_woning,insertion_date,eigendomssituatie_text,ligging_tuin_text,achterom,bouwperiode_text,periodieke_bijdrage_text,badkamervoorzieningen,gelegen_op_text,zonneterras,inpandige_ruimte_text,funda_id,straat,service_kosten_text,keurmerken,patio_diepte,voortuin_oppervlakte,zonneterras_diepte,soort_bouw,zijtuin,zijtuin_oppervlakte,soort_appartement,schuur_of_berging,periodieke_bijdrage,parkeergelegenheid,vliering,balkon_of_dakterras,specifiek,vraagprijs,woonoppervlakte_text,verkoopdatum,zonneterras_text,looptijd,zonneterras_oppervlakte,externe_bergruimte_oppervlakte,inhoud,garage_capaciteit_text,externe_bergruimte_text,bouwperiode_end,garage_capaciteit,isolatie,aangeboden_sinds_text,achtertuin,page_nr,eigendomssituatie,voortuin_breedte,verdieping,zolder,vve_bijdrage_text,buitenruimte_oppervlakte,zonneterras_breedte,voortuin,balkon,aparte_toiletten,verkocht,warm_water,verwarming,kelder,tuin_text,woonoppervlakte,ligging_tuin,tuin_rondom,zijtuin_text,frans_balkon,patio_text,gemeente,dakterras,kamers,achtertuin_oppervlakte,ligging,url,slaapkamers,postcode_regio,perceel_oppervlakte_text,badkamers,garage_text,bouwjaar_text,zijtuin_diepte,id,vraagprijs_text,woonlagen_text,patio_oppervlakte,toegankelijkheid,perceel_oppervlakte,inhoud_text,buitenruimte_text,lasten_text,kosten_koper,badkamers_text,plaats,status,zijtuin_breedte,bouwperiode_start,aanvaarding,verkoopdatum_text,patio_breedte,kosten_erfpacht,achtertuin_text,woonlagen,energielabel_text,achtertuin_breedte,soort_dak,postcode_wijk,energielabel,patio
,,2 kamers (1 slaapkamer),,1054 SN,,appartement,,Verkocht: Staringstraat 159 1054 SN Amsterdam [funda],2040-04-14 00:00:00,,1989,,2016-05-14 00:00:00,159,bovenwoning (appartement),2016-09-12 12:05:45.383000,eigendom belast met erfpacht (tot einddatum erfpacht)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  14-04-2040)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  14-04-2040),,False,,,douche en toilet,2e woonlaag,False,,49745433,Staringstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,84.0,betaald parkeren en parkeervergunningen,False,,,275000.0,54 m²,2016-08-05 00:00:00,,2½ maand,,5.0,168.0,,5 m²,1989,,dubbel glas,14-5-2016,False,10,erfpacht,,2,False,€ 84 per maand,5.0,,False,False,,True,c.v.-ketel,c.v.-ketel,False,,54.0,,False,,False,,Amsterdam,False,2,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49745433-staringstraat-159/,1,10,,1,,1989,,1054_159_49745433,€ 275.000,1 woonlaag,,,,168 m³,5 m²,,True,1 badkamer,False,verkocht,,1989,,5-8-2016,,0,,1,b,,plat dak bedekt met bitumineuze dakbedekking,1054,b,False
,,1 kamer,4.4,1015 NT,,appartement,,Verkocht: Tweede Anjeliersdwarsstraat 14 D 1015 NT Amsterdam [funda],,,1974,tv kabel,2016-07-30 00:00:00,14,benedenwoning (appartement),2016-09-12 12:05:45.404000,volle eigendom  volle eigendom  volle eigendom,gelegen op het westen,False,,,douche en toilet,begane grond,False,,49848866,Tweede,,,,,,bestaande bouw,False,,benedenwoning (appartement),vrijstaande houten berging,65.0,betaald parkeren,False,,beschermd stads- of dorpsgezicht,375000.0,52 m²,2016-08-31 00:00:00,,4 weken,,4.0,193.0,,4 m²,1974,,gedeeltelijk dubbel glas,30-7-2016,True,10,volle eigendom,,0,False,€ 65 per maand,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,52.0,W,False,,False,,Amsterdam,False,1,24.0,"aan rustige weg, in centrum en in woonwijk",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49848866-tweede-anjeliersdwarsstraat-14-d/,,10,,1,,1974,,1015_14_49848866,€ 375.000,4 woonlagen,,,,193 m³,,,True,1 badkamer,False,verkocht,,1974,,31-8-2016,,0,"24 m² (4,4m diep en 5,45m breed)",4,c,5.45,zadeldak bedekt met dakpannen,1015,c,False
,,3 kamers (2 slaapkamers),,1053 HE,,appartement,,Verkocht: Jacob van Lennepstraat 67 III 1053 HE Amsterdam [funda],,,1906,tv kabel en dakraam,2016-07-30 00:00:00,67,bovenwoning (appartement),2016-09-12 12:05:45.422000,volle eigendom  volle eigendom,,False,,,,4e woonlaag,False,,49847183,Jacob,,,,,,bestaande bouw,False,,bovenwoning (appartement),,40.0,betaald parkeren,False,,,250000.0,64 m²,2016-08-23 00:00:00,,3 weken,,,185.0,,,1906,,gedeeltelijk dubbel glas,30-7-2016,False,10,volle eigendom,,4,False,€ 40 per maand,,,False,False,,True,c.v.-ketel,c.v.-ketel,False,,64.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49847183-jacob-van-lennepstraat-67-iii/,2,10,,,,1906-1930,,1053_67_49847183,€ 250.000,2 woonlagen,,,,185 m³,,,True,,False,verkocht,,1906,,23-8-2016,,0,,2,,,,1053,,False
,1.0,3 kamers (2 slaapkamers),,1072 JN,,appartement,,Verkocht: Lutmastraat 41 II 1072 JN Amsterdam [funda],2045-10-31 00:00:00,,1921,tv kabel,2016-08-25 00:00:00,41,bovenwoning (appartement),2016-09-12 12:05:45.443000,erfpacht (á € 279 per jaar tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  31-10-2045),,False,,,douche en toilet,2e woonlaag,False,1 m²,49968439,Lutmastraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),inpandig,60.0,,False,balkon aanwezig,,315000.0,60 m²,2016-09-05 00:00:00,,12 dagen,,2.0,170.0,,2 m²,1921,,vloerisolatie en gedeeltelijk dubbel glas,25-8-2016,False,10,erfpacht,,2,False,€ 60 per maand,5.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,60.0,,False,,False,,Amsterdam,False,3,,beschutte ligging en in centrum,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49968439-lutmastraat-41-ii/,2,10,,2,,1921,,1072_41_49968439,€ 315.000,1 woonlaag,,,,170 m³,5 m²,€ 279 per jaar,True,2 badkamers,False,verkocht,,1921,,5-9-2016,,279,,1,d,,plat dak bedekt met bitumineuze dakbedekking,1072,d,False
,,3 kamers (2 slaapkamers),,1094 RZ,,appartement,,Verkocht: Minahassastraat 32 B 1094 RZ Amsterdam [funda],2032-02-28 00:00:00,,1981,tv kabel,2016-08-25 00:00:00,32,bovenwoning (appartement),2016-09-12 12:05:45.462000,erfpacht (afgekocht tot 28-2-2032 tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  28-02-2032),,False,,,douche en toilet,4e woonlaag,False,,49968403,Minahassastraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,132.0,,False,balkon aanwezig,,220000.0,70 m²,2016-09-06 00:00:00,,13 dagen,,5.0,175.0,,5 m²,1981,,"dakisolatie, muurisolatie en dubbel glas",25-8-2016,False,10,erfpacht,,4,False,€ 132 per maand,6.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,70.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49968403-minahassastraat-32-b/,2,10,,2,,1981,,1094_32_49968403,€ 220.000,1 woonlaag,,,,175 m³,6 m²,afgekocht tot 28-02-2032,True,2 badkamers,False,verkocht,,1981,,6-9-2016,,0,,1,c,,plat dak bedekt met bitumineuze dakbedekking,1094,c,False
,,3 kamers (2 slaapkamers),,1055 TP,,appartement,,Verkocht: Bestevâerstraat 261 B 1055 TP Amsterdam [funda],2056-04-01 00:00:00,,1934,tv kabel en zonnecollectoren,2016-08-12 00:00:00,261,maisonnette (appartement),2016-09-12 12:05:45.480000,erfpacht (afgekocht tot 1-4-2056 met optie tot afkopen)  erfpacht,,False,,,ligbad en toilet,2e woonlaag,False,,49958470,,,,,,,bestaande bouw,False,,maisonnette (appartement),,104.0,parkeervergunningen,False,dakterras aanwezig,,400000.0,90 m²,2016-08-30 00:00:00,,2 weken,,,260.0,,,1934,,dakisolatie en dubbel glas,12-8-2016,False,10,erfpacht,,2,False,€ 104 per maand,25.0,,False,False,1,True,c.v.-ketel,c.v.-ketel,False,,90.0,,False,,False,,Amsterdam,True,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49958470-bestevaerstraat-261-b/,2,10,,1,,1934,,1055_261_49958470,€ 400.000,3 woonlagen,,,,260 m³,25 m²,afgekocht tot 01-04-2056,True,1 badkamer en 1 apart toilet,False,verkocht,,1934,,30-8-2016,,0,,3,c,,plat dak bedekt met bitumineuze dakbedekking,1055,c,False
,,3 kamers (2 slaapkamers),,1055 TL,,appartement,,Verkocht: Bestevâerstraat 183 I 1055 TL Amsterdam [funda],,,1923,mechanische ventilatie en tv kabel,2016-07-26 00:00:00,183,bovenwoning (appartement),2016-09-12 12:05:45.498000,erfpacht (á € 643 per jaar)  erfpacht,,False,,,douche,2e woonlaag,False,,49833016,,,,,,,bestaande bouw,False,,bovenwoning (appartement),,48.0,parkeervergunningen,False,balkon aanwezig,,224500.0,48 m²,2016-08-30 00:00:00,,5 weken,,,150.0,,,1923,,dubbel glas,26-7-2016,False,10,erfpacht,,2,False,€ 48 per maand,6.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,48.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49833016-bestevaerstraat-183-i/,2,10,,1,,1923,,1055_183_49833016,€ 224.500,1 woonlaag,,,,150 m³,6 m²,"€ 643,9 per jaar",True,1 badkamer,False,verkocht,,1923,,30-8-2016,,643,,1,e,,plat dak bedekt met bitumineuze dakbedekking,1055,e,False
,,2 kamers (1 slaapkamer),,1079 CX,,appartement,,Verkocht: Uiterwaardenstraat 252 II 1079 CX Amsterdam [funda],2062-08-15 00:00:00,,1931,tv kabel,2016-07-06 00:00:00,252,bovenwoning (appartement),2016-09-12 12:05:45.756000,erfpacht (afgekocht tot 15-8-2062 tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  15-08-2062),,False,,,douche,,False,,49803166,Uiterwaardenstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),inpandig,118.0,betaald parkeren,False,balkon aanwezig,,245000.0,49 m²,2016-07-14 00:00:00,,9 dagen,,7.0,152.0,,7 m²,1931,,vloerisolatie en dubbel glas,6-7-2016,False,10,erfpacht,,,False,€ 118 per maand,5.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,49.0,,False,,False,,Amsterdam,False,2,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49803166-uiterwaardenstraat-252-ii/,1,10,,1,,1931-1944,,1079_252_49803166,€ 245.000,1 woonlaag,,,,152 m³,5 m²,afgekocht tot 15-08-2062,True,1 badkamer en 1 apart toilet,False,verkocht,,1931,,14-7-2016,,0,,1,,,,1079,,False
,1.0,5 kamers (3 slaapkamers),,1052 AE,,appartement,,Verkocht: De Wittenkade 91 I + II 1052 AE Amsterdam [funda],2029-01-16 00:00:00,,1906,mechanische ventilatie en tv kabel,2016-07-01 00:00:00,91,bovenwoning (appartement),2016-09-12 12:05:46.067000,eigendom belast met erfpacht (á € 607 per jaar tot einddatum erfpacht)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  16-01-2029),,False,,,"ligbad, douche en toilet",1e woonlaag,False,1 m²,49894226,De,,,,,,bestaande bouw,False,,bovenwoning (appartement),,80.0,"openbaar parkeren, betaald parkeren en parkeervergunningen",False,balkon aanwezig en frans balkon aanwezig,,480000.0,91 m²,2016-09-02 00:00:00,,2 maanden,,,342.0,,,1906,,gedeeltelijk dubbel glas,1-7-2016,False,10,erfpacht,,1,False,€ 80 per maand,6.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,91.0,,False,,True,,Amsterdam,False,5,,aan water en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49894226-de-wittenkade-91-i-ii/,3,10,,1,,voor 1906,,1052_91_49894226,€ 480.000,2 woonlagen,,,,342 m³,6 m²,"€ 607,67 per jaar",True,1 badkamer en 1 apart toilet,False,verkocht,,1906,,2-9-2016,,607,,2,,,,1052,,False
,,4 kamers (3 slaapkamers),,1083 CW,,appartement,,Verkocht: Wamberg 39 1083 CW Amsterdam [funda],2090-05-16 00:00:00,,1968,lift en mechanische ventilatie,2016-05-10 00:00:00,39,bovenwoning (appartement),2016-09-12 12:05:46.129000,erfpacht (afgekocht tot 16-5-2090 met optie tot afkopen)  gemeentelijke erfpacht,,False,,,"ligbad, douche en toilet",1e woonlaag,False,,49736383,Wamberg,,energie prestatie advies,,,,bestaande bouw,False,,bovenwoning (appartement),,213.0,"openbaar parkeren, betaald parkeren en parkeervergunningen",False,,,375000.0,130 m²,2016-08-08 00:00:00,,2½ maand,,8.0,423.0,,8 m²,1968,,dubbel glas,10-5-2016,False,6,erfpacht,,1,False,€ 213 per maand,,,False,False,1,True,centrale voorziening,blokverwarming,False,,130.0,,False,,False,,Amsterdam,False,4,,"aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49736383-wamberg-39/,3,10,,2,,1968,,1083_39_49736383,€ 375.000,14 woonlagen,,,,423 m³,,afgekocht tot 16-05-2090,True,2 badkamers en 1 apart toilet,False,verkocht,,1968,,8-8-2016,,0,,14,"d 1,82",,plat dak bedekt met bitumineuze dakbedekking,1083,d,False
,1.0,2 kamers (1 slaapkamer),,1075 GL,,appartement,,Verkocht: Valeriusstraat 238 H 1075 GL Amsterdam [funda],,,1915,tv kabel,2016-07-26 00:00:00,238,portiekwoning (appartement),2016-09-12 12:05:46.421000,volle eigendom,,False,,,,,False,1 m²,85297913,Valeriusstraat,,,,,,bestaande bouw,False,,portiekwoning (appartement),,120.0,,False,balkon aanwezig,,365000.0,62 m²,2016-08-08 00:00:00,,14 dagen,,5.0,228.0,,5 m²,1915,,voorzetramen,26-7-2016,False,11,volle eigendom,,,False,€ 120 per maand,,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,62.0,,False,,False,,Amsterdam,False,2,,in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85297913-valeriusstraat-238-h/,1,10,,,,1915,,1075_238_85297913,€ 365.000,1 woonlaag,,,,228 m³,,,True,,False,verkocht,,1915,,8-8-2016,,0,,1,g,,zadeldak bedekt met bitumineuze dakbedekking,1075,g,False
,,2 kamers (1 slaapkamer),,1051 NC,,appartement,,Verkocht: Marcantilaan 236 1051 NC Amsterdam [funda],2035-02-28 00:00:00,,1982,tv kabel,2016-07-05 00:00:00,236,bovenwoning (appartement),2016-09-12 12:05:46.496000,erfpacht (afgekocht tot 28-2-2035 met optie tot afkopen)  erfpacht,,False,,,douche en toilet,4e woonlaag,False,,49802094,Marcantilaan,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,72.0,parkeervergunningen,False,balkon aanwezig,,180000.0,41 m²,2016-08-02 00:00:00,,4 weken,,4.0,110.0,,4 m²,1982,,dubbel glas,5-7-2016,False,6,erfpacht,,4,False,€ 72 per maand,6.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,41.0,,False,,False,,Amsterdam,False,2,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49802094-marcantilaan-236/,1,10,,1,,1982,,1051_236_49802094,€ 180.000,1 woonlaag,,,,110 m³,6 m²,afgekocht tot 28-02-2035,True,1 badkamer,False,verkocht,,1982,,2-8-2016,,0,,1,d,,plat dak bedekt met bitumineuze dakbedekking,1051,d,False
,,3 kamers (2 slaapkamers),,1054 BR,,appartement,,Verkocht: Eerste Constantijn Huygensstraat 30 A 1054 BR Amsterdam [funda],,,2011,"lift, mechanische ventilatie en buitenzonwering",2016-08-20 00:00:00,30,bovenwoning (appartement),2016-09-12 12:05:46.550000,volle eigendom  volle eigendom,,False,,,"ligbad, 2 douches en toilet",5e woonlaag,False,,49953508,Eerste,,,,,,bestaande bouw,False,,bovenwoning (appartement),inpandig,278.0,parkeergarage,False,balkon aanwezig en frans balkon aanwezig,,700000.0,141 m²,2016-09-02 00:00:00,,14 dagen,,,460.0,,,2011,,volledig geïsoleerd,20-8-2016,False,10,volle eigendom,,5,False,€ 278 per maand,8.0,,False,True,,True,,vloerverwarming geheel en warmtepomp,False,,141.0,,False,,True,,Amsterdam,False,3,,in centrum,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49953508-eerste-constantijn-huygensstraat-30-a/,2,10,,2,parkeerplaats,2011,,1054_30_49953508,€ 700.000,1 woonlaag,,,,460 m³,8 m²,,True,2 badkamers,False,verkocht,,2011,,2-9-2016,,0,,1,,,,1054,,False
,,3 kamers (2 slaapkamers),,1103 GT,,appartement,,Verkocht: Grubbehoeve 227 1103 GT Amsterdam [funda],2054-03-31 00:00:00,,1970,lift en tv kabel,2016-05-21 00:00:00,227,bovenwoning (appartement),2016-09-12 12:05:46.596000,erfpacht (afgekocht tot 31-3-2054 met optie tot afkopen)  gemeentelijke erfpacht,,False,,,douche,2e woonlaag,False,,49741386,Grubbehoeve,,,,,,bestaande bouw,False,,bovenwoning (appartement),,,openbaar parkeren,False,balkon aanwezig,,119500.0,67 m²,2016-08-02 00:00:00,,2 maanden,,,168.0,,,1970,,gedeeltelijk dubbel glas en voorzetramen,21-5-2016,False,10,erfpacht,,2,False,,9.0,,False,True,1,True,centrale voorziening,blokverwarming,False,,67.0,,False,,False,,Amsterdam,False,3,,aan park en vrij uitzicht,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741386-grubbehoeve-227/,2,11,,1,,1970,,1103_227_49741386,€ 119.500,10 woonlagen,,,,168 m³,9 m²,afgekocht tot 31-03-2054,True,1 badkamer en 1 apart toilet,False,verkocht,,1970,,2-8-2016,,0,,10,"d 1,81",,plat dak,1103,d,False
,,2 kamers (1 slaapkamer),,1102 ND,,appartement,,Verkocht: Haardstee 79 1102 ND Amsterdam [funda],,,1982,,2016-08-30 00:00:00,79,portiekflat (appartement),2016-09-12 12:05:46.671000,volle eigendom  volle eigendom,,False,,,,1e woonlaag,False,,85326173,Haardstee,,,,,,bestaande bouw,False,,portiekflat (appartement),,124.0,,False,,,135500.0,65 m²,2016-09-07 00:00:00,,9 dagen,,,156.0,,,1982,,vloerisolatie en gedeeltelijk dubbel glas,30-8-2016,False,10,volle eigendom,,1,False,€ 124 per maand,,,False,False,,True,,blokverwarming,False,,65.0,,False,,False,,Amsterdam,False,2,,"in centrum, vrij uitzicht en in woonwijk",http://www.funda.nl/koop/verkocht/amsterdam/appartement-85326173-haardstee-79/,1,11,,,,1982,,1102_79_85326173,€ 135.500,1 woonlaag,,,,156 m³,,,True,,False,verkocht,,1982,,7-9-2016,,0,,1,b,,,1102,b,False
,,5 kamers (3 slaapkamers),12.5,1068 NV,"eengezinswoning, hoekwoning (hofjeswoning)",huis,,Verkocht: Piet Wiedijkstraat 4 1068 NV Amsterdam [funda],2061-04-15 00:00:00,,1960,tv kabel,2016-08-19 00:00:00,4,"eengezinswoning, hoekwoning (hofjeswoning)",2016-09-12 12:05:46.735000,erfpacht (tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  15-04-2061),gelegen op het zuidwesten bereikbaar via achterom,True,,,douche,,False,,49957037,Piet,,,,,,bestaande bouw,False,,,inpandig,,openbaar parkeren en parkeervergunningen,False,,,200000.0,95 m²,2016-09-02 00:00:00,,2 weken,,,238.0,,,1960,,dubbel glas,19-8-2016,True,6,erfpacht,,,True,,64.0,,False,False,1,True,c.v.-ketel,c.v.-ketel,False,achtertuin,95.0,ZW,False,,False,,Amsterdam,False,5,64.0,"aan park, aan rustige weg, in woonwijk en beschutte ligging",http://www.funda.nl/koop/verkocht/amsterdam/huis-49957037-piet-wiedijkstraat-4/,3,10,108 m²,1,,1960,,1068_4_49957037,€ 200.000,2 woonlagen en een zolder,,,108.0,238 m³,64 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1960,,2-9-2016,,0,"64 m² (12,5m diep en 5,1m breed)",2,"d 2,10",5.1,,1068,d,False
,,3 kamers (2 slaapkamers),,1071 VN,,appartement,,Verkocht: Cornelis Anthoniszstraat 11 -I 1071 VN Amsterdam [funda],,,1906,,2016-08-31 00:00:00,11,bovenwoning (appartement),2016-09-12 12:05:46.836000,volle eigendom  volle eigendom,,False,,,ligbad en douche,2e woonlaag,False,,49961134,Cornelis,,,,,,bestaande bouw,False,,bovenwoning (appartement),,50.0,,False,balkon aanwezig,,375000.0,60 m²,2016-09-05 00:00:00,,6 dagen,,,190.0,,,1906,,,31-8-2016,False,2,volle eigendom,,2,False,€ 50 per maand,4.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,60.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49961134-cornelis-anthoniszstraat-11-i/,2,10,,1,,1906-1930,,1071_11_49961134,€ 375.000,1 woonlaag,,,,190 m³,4 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1906,,5-9-2016,,0,,1,c,,plat dak bedekt met bitumineuze dakbedekking,1071,c,False
,6.0,4 kamers (3 slaapkamers),8.94,1074 EX,"herenhuis, tussenwoning",huis,,Verkocht: Rustenburgerstraat 78 1074 EX Amsterdam [funda],,,1865,dakraam en tv kabel,2016-06-23 00:00:00,78,"herenhuis, tussenwoning",2016-09-12 12:05:46.855000,volle eigendom  volle eigendom,gelegen op het noorden,False,,,"ligbad, 2 douches en 2 toiletten",,False,6 m²,49890659,Rustenburgerstraat,,,,,,bestaande bouw,False,,,aangebouwde houten berging,,betaald parkeren en parkeervergunningen,False,dakterras aanwezig,,619000.0,100 m²,2016-07-28 00:00:00,,5 weken,,,344.0,,,1865,,dubbel glas,23-6-2016,True,2,volle eigendom,,,False,,8.0,,False,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin,100.0,N,False,,False,,Amsterdam,True,4,30.0,aan rustige weg,http://www.funda.nl/koop/verkocht/amsterdam/huis-49890659-rustenburgerstraat-78/,3,10,180 m²,2,,1865,,1074_78_49890659,€ 619.000,3 woonlagen,,,180.0,344 m³,8 m²,,True,2 badkamers,False,verkocht,,1865,,28-7-2016,,0,"30 m² (8,94m diep en 4,72m breed)",3,c,4.72,zadeldak bedekt met dakpannen,1074,c,False
,,4 kamers (3 slaapkamers),,1108 HB,,appartement,,Verkocht: Liendenhof 54 1108 HB Amsterdam [funda],2027-01-31 00:00:00,,1981,"lift, mechanische ventilatie en tv kabel",2015-10-01 00:00:00,54,bovenwoning (appartement),2016-09-12 12:05:46.915000,erfpacht (afgekocht tot 31-1-2027 met optie tot afkopen)  gemeentelijke erfpacht  gemeentelijke erfpacht  gemeentelijke erfpacht (einddatum erfpacht:  31-01-2027),,False,,,ligbad,2e woonlaag,False,,49519987,Liendenhof,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,178.0,openbaar parkeren,False,balkon aanwezig,,159000.0,82 m²,2016-06-28 00:00:00,,8½ maand,,6.0,221.0,,6 m²,1981,,gedeeltelijk dubbel glas,1-10-2015,False,2,erfpacht,,2,False,€ 178 per maand,9.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,82.0,,False,,False,,Amsterdam,False,4,,"aan park, aan rustige weg en in woonwijk",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49519987-liendenhof-54/,3,11,,1,parkeerplaats,1981-1990,,1108_54_49519987,€ 159.000,1 woonlaag,,,,221 m³,9 m²,afgekocht tot 31-01-2027  afgekocht tot 31-01-2027  afgekocht tot 31-01-2027,True,1 badkamer en 1 apart toilet,False,verkocht,,1981,,28-6-2016,,0,,1,"d 1,65",,plat dak bedekt met bitumineuze dakbedekking,1108,d,False
,,2 kamers (1 slaapkamer),,1017 ZR,,appartement,,Verkocht: Nicolaas Witsenkade 8 D 1017 ZR Amsterdam [funda],,,1906,"dakraam, mechanische ventilatie en tv kabel",2016-03-25 00:00:00,8,bovenwoning (appartement),2016-09-12 12:05:46.938000,volle eigendom  volle eigendom,,False,,,ligbad en douche,4e woonlaag,False,,49781321,Nicolaas,,,,,,bestaande bouw,False,,bovenwoning (appartement),,60.0,,False,dakterras aanwezig,,600000.0,102 m²,2016-07-19 00:00:00,,3½ maand,,,415.0,,,1906,,vloerisolatie en gedeeltelijk dubbel glas,25-3-2016,False,6,volle eigendom,,4,False,€ 60 per maand,47.0,,False,False,1,True,c.v.-ketel,c.v.-ketel,False,,102.0,,False,,False,,Amsterdam,True,2,,"aan water, in centrum en in woonwijk",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49781321-nicolaas-witsenkade-8-d/,1,10,,1,,voor 1906,,1017_8_49781321,€ 600.000,1 woonlaag,,,,415 m³,47 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1906,,19-7-2016,,0,,1,c,,plat dak bedekt met bitumineuze dakbedekking,1017,c,False
,,4 kamers (2 slaapkamers),3.0,1066 HR,"eengezinswoning, tussenwoning",huis,,Verkocht: Oostakkerstraat 63 huis 1066 HR Amsterdam [funda],2049-09-30 00:00:00,,2000,mechanische ventilatie en tv kabel,2016-02-06 00:00:00,63,"eengezinswoning, tussenwoning",2016-09-12 12:05:47.137000,erfpacht (afgekocht tot 30-9-2049 met optie tot afkopen)  gemeentelijke erfpacht,gelegen op het zuiden bereikbaar via achterom,True,,,ligbad en douche,,False,,49639940,Oostakkerstraat,,,,,,bestaande bouw,False,,,vrijstaande stenen berging,,openbaar parkeren,False,balkon aanwezig,gedeeltelijk gestoffeerd,389000.0,124 m²,2016-06-17 00:00:00,,4 maanden,,5.0,395.0,,5 m²,2000,,,6-2-2016,True,2,erfpacht,,,False,,6.0,,False,True,2,True,c.v.-ketel,c.v.-ketel,False,achtertuin,124.0,Z,False,,False,,Amsterdam,False,4,14.0,"aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/huis-49639940-oostakkerstraat-63-huis/,2,10,,1,parkeerkelder,2000,,1066_63_49639940,€ 389.000,3 woonlagen,,,,395 m³,6 m²,afgekocht tot 30-09-2049,True,1 badkamer en 2 aparte toiletten,False,verkocht,,2000,,17-6-2016,,0,"14 m² (3m diep en 4,5m breed)",3,,4.5,plat dak bedekt met bitumineuze dakbedekking,1066,,False
